word_index,word,start,end,speech_region_index,sentence_index
0,i,0.370000,0.470000,0,-1
1,cannot,0.470000,0.840000,0,-1
2,promise,0.840000,1.260000,0,-1
3,perfect,1.260000,1.740000,0,-1
4,weather,1.740000,2.210000,0,-1
5,i,2.590000,2.670000,1,-1
6,can,2.670000,2.830000,1,-1
7,promise,2.830000,3.280000,1,-1
8,a,3.280000,3.340000,1,-1
9,warm,3.340000,3.750000,1,-1
10,meal,3.750000,4.140000,1,-1
11,and,4.170000,4.300000,1,-1
12,a,4.300000,4.370000,1,-1
13,dry,4.370000,4.730000,1,-1
14,place,4.730000,5.050000,1,-1
15,to,5.050000,5.160000,1,-1
16,sleep,5.160000,5.570000,1,-1
