ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,20_FV,afghanistan,0,0,0.0590997,0.318481,0.26,0.376962,1,0.0784809,0.09,1.12446
1,1,14_ChJjSh,afghanistan,0,0,0.234035,0.458481,0.404873,0.512088,0.762,0.0584809,0.09,1.12446
2,2,07_Aa,afghanistan,0,0,0.251371,0.534683,0.447183,0.622183,0.86,0.0546829,0.09,1.12446
3,3,07_Aa,afghanistan,0,0,0.355386,0.651645,0.578544,0.724746,0.86,0.0516447,0.09,1.12446
4,4,04_Ih,is,1,0,0.518769,0.835363,0.807226,0.8635,0.22,0.0753629,0.09,1.12446
5,5,20_FV,famous,2,0,0.612972,0.94129,0.904878,0.977703,1,0.0612903,0.09,1.12446
6,6,07_Aa,famous,2,0,0.648052,0.980737,0.938256,1.02322,0.86,0.0607373,0.09,1.12446
7,7,22_MBP,famous,2,0,0.693028,1.03131,0.994898,1.06772,1,0.0713104,0.09,1.12446
8,8,09_Oh,famous,2,0,0.737103,1.08087,1.00198,1.15977,0.82,0.0808721,0.09,1.12446
9,9,20_FV,for,3,0,0.868104,1.22818,1.20068,1.25568,1,0.0681778,0.09,1.12446
10,10,10_Or,for,3,0,0.935812,1.30431,1.27618,1.33245,0.27127,0.0643134,0.09,1.12446
11,11,04_Ih,its,4,0,1.1162,1.50716,1.44739,1.56693,0.383122,0.0671575,0.09,1.12446
12,12,07_Aa,ancient,5,0,1.22365,1.62798,1.5855,1.67046,0.86,0.0679814,0.09,1.12446
13,13,03_Ee,ancient,5,0,1.35858,1.76798,1.68909,1.84687,0.86,0.0879815,0.09,1.12446
14,14,22_MBP,bamiyan,6,0,1.4989,1.93749,1.90108,1.9739,1,0.0574888,0.09,1.12446
15,15,07_Aa,bamiyan,6,0,1.62843,2.07749,1.99859,2.15638,0.86,0.077489,0.09,1.12446
16,16,22_MBP,buddhas,7,0,1.76875,2.24093,2.20451,2.27734,1,0.0809271,0.09,1.12446
17,17,07_Aa,buddhas,7,0,1.89828,2.38093,2.29389,2.46796,0.86,0.0609274,0.09,1.24052
18,18,07_Aa,how,8,1,2.54263,2.74072,2.71322,2.76822,0.86,0.0607171,0.09,1
19,19,11_Oo,how,8,1,2.57534,2.77343,2.72845,2.8184,0.94,0.0534267,0.09,1
20,20,07_Aa,can,9,1,2.71386,2.91195,2.88445,2.93945,0.86,0.0719507,0.09,1
21,21,05_Ay,i,10,1,2.85811,3.0562,3.02087,3.09152,0.84,0.0561986,0.09,1
22,22,06_Eh,help,11,1,3.04145,3.37953,3.32638,3.43268,0.74,0.0595343,0.09,1
23,23,22_MBP,help,11,1,3.10175,3.50484,3.47734,3.53234,1,0.0653684,0.09,1.00872
24,24,11_Oo,you,12,1,3.24179,3.78488,3.70943,3.86033,0.94,0.0684087,0.09,1.0252
25,25,11_Oo,today,13,1,3.42349,4.09132,4.04889,4.13375,0.94,0.0513234,0.09,1.04827
26,26,05_Ay,today,13,1,3.54222,4.23132,4.16918,4.29346,0.84,-0.475554,0.15,1.09655
