EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,20_FV,FVS,afghanistan,0,0,0.00214805,0.0336527,0.0590997,1,SimpleBudgetV1
1,14_ChJjSh,FVS,afghanistan,0,0,0.0564458,0.0853251,0.234035,0.762,SimpleBudgetV1
2,07_Aa,AAA,afghanistan,0,0,0.0420062,0.110266,0.251371,0.86,SimpleBudgetV1
3,07_Aa,AAA,afghanistan,0,0,0.0879505,0.127331,0.355386,0.86,SimpleBudgetV1
4,04_Ih,EEE,is,1,0,0.149548,0.164706,0.518769,0.22,SimpleBudgetV1
5,20_FV,FVS,famous,2,0,0.175851,0.195468,0.612972,1,SimpleBudgetV1
6,07_Aa,AAA,famous,2,0,0.184842,0.207728,0.648052,0.86,SimpleBudgetV1
7,22_MBP,MBP,famous,2,0,0.200099,0.219715,0.693028,1,SimpleBudgetV1
8,09_Oh,OOO,famous,2,0,0.202006,0.244508,0.737103,0.82,SimpleBudgetV1
9,20_FV,FVS,for,3,0,0.257585,0.268285,0.868104,1,SimpleBudgetV1
10,10_Or,OOO,for,3,0,0.275864,0.291022,0.935812,0.27127,SimpleBudgetV1
11,04_Ih,EEE,its,4,0,0.321981,0.35418,1.1162,0.383122,SimpleBudgetV1
12,07_Aa,AAA,ancient,5,0,0.359183,0.382068,1.22365,0.86,SimpleBudgetV1
13,03_Ee,EEE,ancient,5,0,0.390242,0.432743,1.35858,0.86,SimpleBudgetV1
14,22_MBP,MBP,bamiyan,6,0,0.444186,0.463802,1.4989,1,SimpleBudgetV1
15,07_Aa,AAA,bamiyan,6,0,0.471975,0.514477,1.62843,0.86,SimpleBudgetV1
16,22_MBP,MBP,buddhas,7,0,0.525919,0.545536,1.76875,1,SimpleBudgetV1
17,07_Aa,AAA,buddhas,7,0,0.553709,0.596211,1.89828,0.86,SimpleBudgetV1
18,07_Aa,AAA,how,8,1,0.674257,0.684257,2.24263,0.86,SimpleBudgetV1
19,11_Oo,OOO,how,8,1,0.675542,0.702786,2.27534,0.94,SimpleBudgetV1
20,07_Aa,AAA,can,9,1,0.723542,0.7387,2.41386,0.86,SimpleBudgetV1
21,05_Ay,EEE,i,10,1,0.764111,0.785511,2.55811,0.84,SimpleBudgetV1
22,06_Eh,EEE,help,11,1,0.814241,0.84644,2.74145,0.74,SimpleBudgetV1
23,22_MBP,MBP,help,11,1,0.841177,0.856037,2.80175,1,SimpleBudgetV1
24,11_Oo,OOO,you,12,1,0.868731,0.913313,2.94179,0.94,SimpleBudgetV1
25,11_Oo,OOO,today,13,1,0.933796,0.958316,3.12349,0.94,SimpleBudgetV1
26,05_Ay,EEE,today,13,1,0.964855,0.999183,3.24222,0.84,SimpleBudgetV1
