word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,i,1,cannot,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,cannot,2,promise,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,promise,3,perfect,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,perfect,4,weather,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,weather,5,i,.,.,region_break,1,hard_punctuation_with_lull,0.730000,0.730000,0.730000,0.730000,0,1
5,i,6,can,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
6,can,7,promise,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,promise,8,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
8,a,9,warm,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
9,warm,10,meal,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
10,meal,11,and,,,none,0,none,0.030000,0.030000,0.000000,0.030000,1,1
11,and,12,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
12,a,13,dry,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
13,dry,14,place,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
14,place,15,to,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
15,to,16,sleep,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
