word_index,word,start,end,speech_region_index,sentence_index
0,i,0.580000,0.680000,0,-1
1,cannot,0.680000,1.120000,0,-1
2,promise,1.120000,1.540000,0,-1
3,perfect,1.540000,2.050000,0,-1
4,weather,2.050000,2.510000,0,-1
5,i,3.240000,3.330000,1,-1
6,can,3.330000,3.530000,1,-1
7,promise,3.530000,3.960000,1,-1
8,a,3.960000,4.030000,1,-1
9,warm,4.030000,4.480000,1,-1
10,meal,4.480000,4.870000,1,-1
11,and,4.900000,5.020000,1,-1
12,a,5.020000,5.070000,1,-1
13,dry,5.070000,5.420000,1,-1
14,place,5.420000,5.760000,1,-1
15,to,5.760000,5.860000,1,-1
16,sleep,5.860000,6.300000,1,-1
