word_index,word,start,end,speech_region_index,sentence_index
0,while,0.390000,0.590000,0,-1
1,anna,0.630000,0.890000,0,-1
2,measured,0.890000,1.250000,0,-1
3,the,1.250000,1.320000,0,-1
4,wall,1.320000,1.860000,0,-1
5,ben,2.320000,2.590000,1,-1
6,moved,2.590000,2.870000,1,-1
7,the,2.870000,2.940000,1,-1
8,chairs,2.940000,3.530000,1,-1
9,and,3.530000,3.640000,1,-1
10,i,3.640000,3.780000,1,-1
11,swept,3.780000,4.190000,1,-1
12,the,4.190000,4.270000,1,-1
13,floor,4.270000,4.740000,1,-1
