index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,05_Ay,i'm,0,0,0,0.016129,0.940000,AY,0,cmu_ay
1,22_MBP,i'm,0,0,0,0.048387,1.000000,M,1,cmu_bilabial
2,07_Aa,sorry,1,0,0,0.100806,0.920000,AA,1,cmu_open_vowel
3,03_Ee,sorry,1,0,0,0.149194,0.500000,IY,3,cmu_front_vowel
4,05_Ay,i,2,1,0,0.193548,0.940000,AY,0,cmu_ay
5,03_Ee,didn't,3,1,0,0.258065,0.920000,IH,1,cmu_front_vowel
6,07_Aa,catch,4,1,0,0.387097,0.920000,AE,1,cmu_open_vowel
7,14_ChJjSh,catch,4,1,0,0.408602,0.820000,CH,2,cmu_affricate_sibilant
8,07_Aa,that,5,1,0,0.451613,0.920000,AE,1,cmu_open_vowel
9,07_Aa,can,6,2,1,0.516129,0.920000,AE,1,cmu_open_vowel
10,05_Ay,i,7,2,1,0.580645,0.940000,AY,0,cmu_ay
11,06_Eh,help,8,2,1,0.637097,0.920000,EH,1,cmu_eh_vowel
12,22_MBP,help,8,2,1,0.669355,1.000000,P,3,cmu_bilabial
13,11_Oo,you,9,2,1,0.725806,0.920000,UW,1,cmu_oo_vowel
14,12_Ww-Oo-,with,10,2,1,0.752688,0.880000,W,0,cmu_w
15,03_Ee,with,10,2,1,0.774194,0.920000,IH,1,cmu_front_vowel
16,07_Aa,something,11,2,1,0.838710,0.920000,AH,1,cmu_open_vowel
17,22_MBP,something,11,2,1,0.860215,1.000000,M,2,cmu_bilabial
18,06_Eh,else,12,2,1,0.946237,0.920000,EH,0,cmu_eh_vowel
