index,start,center,end,pose,word,word_index,phrase_index,sentence_index,strength,reason,alignment_reason,source_phone_class,mapped_to_observed_speech
0,0.029000,0.084000,0.139000,05_Ay,i'm,0,0,0,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
1,0.152500,0.205000,0.257500,22_MBP,i'm,0,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
2,0.406500,0.474000,0.541500,07_Aa,sorry,1,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
3,0.541500,0.609000,0.676500,03_Ee,sorry,1,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
4,1.176800,1.231800,1.286800,05_Ay,i,2,1,0,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
5,1.214300,1.281800,1.349300,03_Ee,didn't,3,1,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
6,1.681500,1.749000,1.816500,07_Aa,catch,4,1,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
7,1.834500,1.882000,1.929500,14_ChJjSh,catch,4,1,0,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
8,1.976500,2.044000,2.111500,07_Aa,that,5,1,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
9,2.683800,2.751300,2.818800,07_Aa,can,6,2,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
10,2.794000,2.849000,2.904000,05_Ay,i,7,2,1,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
11,2.881500,2.949000,3.016500,06_Eh,help,8,2,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
12,2.987500,3.040000,3.092500,22_MBP,help,8,2,1,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
13,3.101500,3.169000,3.236500,11_Oo,you,9,2,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
14,3.151500,3.219000,3.286500,12_Ww-Oo-,with,10,2,1,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
15,3.201500,3.269000,3.336500,03_Ee,with,10,2,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
16,3.366500,3.434000,3.501500,07_Aa,something,11,2,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
17,3.431500,3.484000,3.536500,22_MBP,something,11,2,1,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
18,3.641500,3.709000,3.776500,06_Eh,else,12,2,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
