word_index,word,start,end,speech_region_index,sentence_index
0,we've,0.000000,0.330000,0,-1
1,got,0.330000,0.600000,0,-1
2,the,0.600000,0.690000,0,-1
3,turkey,0.690000,1.300000,0,-1
4,the,1.380000,1.520000,0,-1
5,roast,1.520000,1.970000,0,-1
6,beef,1.970000,2.310000,0,-1
7,and,2.340000,2.530000,0,-1
8,the,2.530000,2.580000,0,-1
9,veggie,2.580000,3.010000,0,-1
10,special,3.010000,3.620000,0,-1
11,which,3.780000,4.080000,1,-1
12,one,4.080000,4.310000,1,-1
13,sounds,4.310000,4.650000,1,-1
14,good,4.650000,5.020000,1,-1
