index,start,center,end,pose,word,word_index,phrase_index,sentence_index,strength,reason,alignment_reason,source_phone_class,mapped_to_observed_speech
0,0.239200,0.306700,0.374200,07_Aa,andorra,0,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
1,0.461500,0.529000,0.596500,09_Oh,andorra,0,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
2,0.799000,0.854000,0.909000,05_Ay,is,1,0,0,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
3,0.991500,1.059000,1.126500,07_Aa,the,2,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
4,1.071500,1.139000,1.206500,09_Oh,only,3,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
5,1.271500,1.339000,1.406500,03_Ee,only,3,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
6,1.341500,1.409000,1.476500,07_Aa,country,4,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
7,1.591500,1.659000,1.726500,03_Ee,country,4,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
8,1.686500,1.754000,1.821500,03_Ee,in,5,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
9,1.936500,2.004000,2.071500,07_Aa,the,6,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
10,2.031500,2.099000,2.166500,12_Ww-Oo-,world,7,0,0,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
11,2.121500,2.189000,2.256500,06_Eh,world,7,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
12,2.311500,2.379000,2.446500,12_Ww-Oo-,where,8,0,0,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
13,2.396500,2.464000,2.531500,06_Eh,where,8,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
14,2.596500,2.664000,2.731500,07_Aa,the,9,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
15,2.661500,2.714000,2.766500,22_MBP,most,10,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
16,2.751500,2.819000,2.886500,09_Oh,most,10,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
17,3.061500,3.129000,3.196500,07_Aa,common,11,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
18,3.126500,3.179000,3.231500,22_MBP,common,11,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
19,3.441500,3.509000,3.576500,06_Eh,surname,12,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
20,3.607500,3.660000,3.712500,22_MBP,surname,12,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
21,4.147400,4.199900,4.252399,22_MBP,martinez,13,1,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
22,4.182400,4.249900,4.317400,07_Aa,martinez,13,1,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
23,4.286500,4.354000,4.421500,03_Ee,martinez,13,1,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
24,4.586500,4.654000,4.721500,06_Eh,martinez,13,1,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
25,5.296800,5.351800,5.406800,05_Ay,is,14,2,0,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
26,5.391500,5.459000,5.526500,09_Oh,also,15,2,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
27,5.836500,5.904000,5.971500,07_Aa,the,16,2,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
28,6.021500,6.089000,6.156500,06_Eh,name,17,2,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
29,6.087501,6.140000,6.192500,22_MBP,name,17,2,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
30,6.196500,6.264000,6.331500,07_Aa,of,18,2,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
31,6.315000,6.365000,6.415000,20_FV,of,18,2,0,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
32,6.411500,6.479000,6.546500,07_Aa,a,19,2,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
33,6.541500,6.609000,6.676500,07_Aa,town,20,2,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
