index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,07_Aa,andorra,0,0,0,0.007747,0.500000,AE,0,cmu_open_vowel
1,09_Oh,andorra,0,0,0,0.054012,0.920000,AO,3,cmu_oh_vowel
2,05_Ay,is,1,0,0,0.101852,0.940000,AY,0,cmu_ay
3,07_Aa,the,2,0,0,0.157407,0.500000,AH,1,cmu_open_vowel
4,09_Oh,only,3,0,0,0.173611,0.920000,OW,0,cmu_oh_vowel
5,03_Ee,only,3,0,0,0.215278,0.500000,IY,3,cmu_front_vowel
6,07_Aa,country,4,0,0,0.240741,0.920000,AH,1,cmu_open_vowel
7,03_Ee,country,4,0,0,0.290123,0.500000,IY,5,cmu_front_vowel
8,03_Ee,in,5,0,0,0.305556,0.500000,IH,0,cmu_front_vowel
9,07_Aa,the,6,0,0,0.361111,0.500000,AH,1,cmu_open_vowel
10,12_Ww-Oo-,world,7,0,0,0.375000,0.880000,W,0,cmu_w
11,06_Eh,world,7,0,0,0.384259,0.920000,ER,1,cmu_eh_vowel
12,12_Ww-Oo-,where,8,0,0,0.413580,0.880000,W,0,cmu_w
13,06_Eh,where,8,0,0,0.425926,0.920000,EH,1,cmu_eh_vowel
14,07_Aa,the,9,0,0,0.472222,0.500000,AH,1,cmu_open_vowel
15,22_MBP,most,10,0,0,0.486111,1.000000,M,0,cmu_bilabial
16,09_Oh,most,10,0,0,0.495370,0.920000,OW,1,cmu_oh_vowel
17,07_Aa,common,11,0,0,0.535185,0.920000,AA,1,cmu_open_vowel
18,22_MBP,common,11,0,0,0.546296,1.000000,M,2,cmu_bilabial
19,06_Eh,surname,12,0,0,0.590741,0.920000,ER,1,cmu_eh_vowel
20,22_MBP,surname,12,0,0,0.624074,1.000000,M,4,cmu_bilabial
21,22_MBP,martinez,13,1,0,0.635417,1.000000,M,0,cmu_bilabial
22,07_Aa,martinez,13,1,0,0.646991,0.500000,AA,1,cmu_open_vowel
23,03_Ee,martinez,13,1,0,0.681713,0.920000,IY,4,cmu_front_vowel
24,06_Eh,martinez,13,1,0,0.704861,0.500000,EH,6,cmu_eh_vowel
25,05_Ay,is,14,2,0,0.731481,0.940000,AY,0,cmu_ay
26,09_Oh,also,15,2,0,0.766204,0.920000,AO,0,cmu_oh_vowel
27,07_Aa,the,16,2,0,0.842593,0.500000,AH,1,cmu_open_vowel
28,06_Eh,name,17,2,0,0.870370,0.920000,EY,1,cmu_eh_vowel
29,22_MBP,name,17,2,0,0.882716,1.000000,M,2,cmu_bilabial
30,07_Aa,of,18,2,0,0.898148,0.920000,AH,0,cmu_open_vowel
31,20_FV,of,18,2,0,0.916667,0.960000,V,1,cmu_fv
32,07_Aa,a,19,2,0,0.944444,0.500000,AH,0,cmu_open_vowel
33,07_Aa,town,20,2,0,0.981481,0.920000,AW,1,cmu_open_vowel
