word_index,word,start,end,speech_region_index,sentence_index
0,the,0.070000,0.170000,0,-1
1,first,0.170000,0.540000,0,-1
2,attempt,0.540000,0.910000,0,-1
3,failed,0.910000,1.410000,0,-1
4,we,1.820000,1.940000,1,-1
5,replaced,1.940000,2.470000,1,-1
6,the,2.470000,2.560000,1,-1
7,loose,2.560000,2.850000,1,-1
8,cable,2.850000,3.390000,1,-1
9,restarted,3.630000,4.150000,2,-1
10,the,4.150000,4.220000,2,-1
11,machine,4.220000,4.820000,2,-1
12,and,4.940000,5.070000,3,-1
13,tried,5.070000,5.360000,3,-1
14,again,5.360000,5.790000,3,-1
