ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,04_Ih,six,0,0,0.161493,0.44859,0.36109,0.53609,0.63,0.0885903,0.09,1.5
1,1,24_Tongue_Th,that's,1,1,0.776127,1.19441,1.161,1.22782,0.42,0.0744115,0.09,1
2,2,07_Aa,that's,1,1,0.904207,1.33441,1.25923,1.40959,0.86,0.0544116,0.09,1
3,3,11_Oo,quite,2,1,1.17151,1.62503,1.55264,1.69742,1,0.0650291,0.09,1
4,4,07_Aa,a,3,1,1.40472,1.7565,1.72783,1.78516,0.86,-0.043502,0.09,0.841109
5,5,07_Aa,handful,4,1,1.56768,1.897,1.85372,1.94028,0.86,0.0570003,0.09,0.841109
6,6,07_Aa,handful,4,1,1.7021,2.02037,1.93999,2.10075,0.86,0.0603701,0.09,0.841109
7,7,20_FV,handful,4,1,1.7252,2.0398,2.0027,2.0769,1,0.0798014,0.09,0.841109
8,8,18_Uh,handful,4,1,1.7777,2.0874,2.03794,2.13686,0.72,0.0874017,0.09,0.841109
9,9,07_Aa,how,5,2,2.47109,2.64054,2.61304,2.66804,0.86,-0.386337,0.15,1
10,10,11_Oo,how,5,2,2.51564,2.68509,2.62383,2.74634,0.94,-0.341787,0.15,1
11,11,07_Aa,are,6,2,2.75599,2.92543,2.87621,2.97466,0.86,-0.10144,0.15,1
12,12,24_Tongue_Th,they,7,2,2.91102,3.08047,3.04706,3.11388,0.42,0.0535932,0.15,1
13,13,03_Ee,they,7,2,3.0391,3.20855,3.13616,3.28094,0.86,0.181674,0.15,1
