word_index,word,start,end,speech_region_index,sentence_index
0,i,0.500000,0.590000,0,-1
1,like,0.590000,0.900000,0,-1
2,a,0.900000,0.950000,0,-1
3,good,0.950000,1.200000,0,-1
4,board,1.200000,1.430000,0,-1
5,game,1.430000,1.660000,0,-1
6,night,1.660000,1.940000,0,-1
7,or,2.010000,2.150000,0,-1
8,a,2.150000,2.210000,0,-1
9,hike,2.210000,2.440000,0,-1
10,in,2.440000,2.510000,0,-1
11,the,2.510000,2.590000,0,-1
12,park,2.590000,2.980000,0,-1
13,what,3.930000,4.080000,1,-1
14,about,4.080000,4.300000,1,-1
15,you,4.300000,4.570000,1,-1
