ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,07_Aa,tunisia,0,0,0.0538402,0.6952,0.65,0.7404,0.86,0.0952001,0.12,1.16242
1,1,14_ChJjSh,tunisia,0,0,0.161521,0.820369,0.782123,0.858616,0.741,0.100369,0.12,1.16242
2,2,07_Aa,tunisia,0,0,0.173485,0.834277,0.746777,0.921777,0.86,0.114277,0.12,1.16242
3,3,07_Aa,tunisia,0,0,0.245272,0.917724,0.86557,0.969877,0.86,0.117723,0.12,1.16242
4,4,04_Ih,is,1,0,0.375276,1.06884,1.04134,1.09634,0.22,0.108843,0.12,1.16242
5,5,20_FV,famous,2,0,0.45932,1.16654,1.13295,1.20012,1,0.086536,0.12,1.16242
6,6,07_Aa,famous,2,0,0.490617,1.20292,1.16374,1.2421,0.86,0.0829166,0.12,1.16242
7,7,22_MBP,famous,2,0,0.530742,1.24956,1.21598,1.28314,1,0.0895582,0.12,1.16242
8,8,09_Oh,famous,2,0,0.570064,1.29527,1.22251,1.36803,0.82,0.0952672,0.12,1.16242
9,9,20_FV,for,3,0,0.686937,1.43112,1.40362,1.45862,1,0.111122,0.12,1.16242
10,10,10_Or,for,3,0,0.747343,1.50134,1.47384,1.52884,0.269492,0.101339,0.12,1.16242
11,11,04_Ih,its,4,0,0.90828,1.68841,1.63329,1.74354,0.380602,0.088415,0.12,1.16242
12,12,07_Aa,ancient,5,0,1.00414,1.79985,1.76067,1.83902,0.86,0.119846,0.12,1.16242
13,13,03_Ee,ancient,5,0,1.12452,1.93977,1.86701,2.01253,0.86,0.0997717,0.12,1.16242
14,14,11_Oo,ruins,6,0,1.33141,2.18027,2.12515,2.2354,1,0.100274,0.12,1.16242
15,15,07_Aa,and,7,0,1.48418,2.35785,2.33035,2.38535,0.86,0.117852,0.12,1.16242
16,16,09_Oh,delicious,8,0,1.59843,2.6121,2.55715,2.66705,0.82,0.0849466,0.12,1.28752
17,17,14_ChJjSh,delicious,8,0,1.71661,2.7521,2.70448,2.79972,0.661,0.112098,0.12,1.31867
18,18,09_Oh,delicious,8,0,1.72974,2.83023,2.74273,2.91773,0.82,0.114824,0.12,1.34981
19,19,09_Oh,delicious,8,0,1.80853,2.97023,2.90069,3.03977,0.82,0.0902307,0.12,1.4121
20,20,11_Oo,cuisine,9,0,1.93641,3.23811,3.18697,3.28924,0.94,0.10425,0.12,1.51722
21,21,11_Oo,cuisine,9,0,2.00726,3.37396,3.28646,3.46146,0.94,0.0981092,0.12,1.51722
