EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,07_Aa,AAA,tunisia,0,0,0.00709343,0.0439792,0.0538402,0.86,SimpleBudgetV1
1,14_ChJjSh,FVS,tunisia,0,0,0.0610035,0.0922145,0.161521,0.741,SimpleBudgetV1
2,07_Aa,AAA,tunisia,0,0,0.0453979,0.11917,0.173485,0.86,SimpleBudgetV1
3,07_Aa,AAA,tunisia,0,0,0.0950519,0.137612,0.245272,0.86,SimpleBudgetV1
4,04_Ih,EEE,is,1,0,0.167405,0.188581,0.375276,0.22,SimpleBudgetV1
5,20_FV,FVS,famous,2,0,0.204152,0.231557,0.45932,1,SimpleBudgetV1
6,07_Aa,AAA,famous,2,0,0.216713,0.248685,0.490617,0.86,SimpleBudgetV1
7,22_MBP,MBP,famous,2,0,0.238028,0.265433,0.530742,1,SimpleBudgetV1
8,09_Oh,OOO,famous,2,0,0.240692,0.300069,0.570064,0.82,SimpleBudgetV1
9,20_FV,FVS,for,3,0,0.318339,0.333287,0.686937,1,SimpleBudgetV1
10,10_Or,OOO,for,3,0,0.343875,0.365052,0.747343,0.269492,SimpleBudgetV1
11,04_Ih,EEE,its,4,0,0.408305,0.453287,0.90828,0.380602,SimpleBudgetV1
12,07_Aa,AAA,ancient,5,0,0.460277,0.492249,1.00414,0.86,SimpleBudgetV1
13,03_Ee,EEE,ancient,5,0,0.503668,0.563045,1.12452,0.86,SimpleBudgetV1
14,11_Oo,OOO,ruins,6,0,0.608997,0.653979,1.33141,1,SimpleBudgetV1
15,07_Aa,AAA,and,7,0,0.693356,0.714533,1.48418,0.86,SimpleBudgetV1
16,09_Oh,OOO,delicious,8,0,0.737889,0.778374,1.59843,0.82,SimpleBudgetV1
17,14_ChJjSh,FVS,delicious,8,0,0.797059,0.831315,1.71661,0.661,SimpleBudgetV1
18,09_Oh,OOO,delicious,8,0,0.779931,0.8609,1.72974,0.82,SimpleBudgetV1
19,09_Oh,OOO,delicious,8,0,0.834429,0.881142,1.80853,0.82,SimpleBudgetV1
20,11_Oo,OOO,cuisine,9,0,0.902452,0.934424,1.93641,0.94,SimpleBudgetV1
21,11_Oo,OOO,cuisine,9,0,0.922353,0.98173,2.00726,0.94,SimpleBudgetV1
