word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,the,1,children,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,children,2,built,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,built,3,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,a,4,tiny,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,tiny,5,town,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
5,town,6,from,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
6,from,7,boxes,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
7,boxes,8,and,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
8,and,9,colored,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
9,colored,10,paper,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
10,paper,11,they,.,.,region_break,1,hard_punctuation_with_lull,0.460000,0.460000,0.460000,0.460000,0,1
11,they,12,added,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
12,added,13,roads,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
13,roads,14,bridges,",",",",region_break,1,comma_with_lull,0.190000,0.190000,0.190000,0.190000,1,2
14,bridges,15,gardens,",",",",region_break,1,comma_with_lull,0.150000,0.150000,0.150000,0.150000,2,3
15,gardens,16,a,",",",",region_break,1,comma_with_lull,0.190000,0.190000,0.190000,0.190000,3,4
16,a,17,hospital,,,none,0,none,0.000000,0.000000,0.000000,0.000000,4,4
17,hospital,18,and,",",",",region_break,1,comma_with_lull,0.250000,0.250000,0.250000,0.250000,4,5
18,and,19,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,5,5
19,a,20,busy,,,none,0,none,0.000000,0.000000,0.000000,0.000000,5,5
20,busy,21,station,,,none,0,none,0.000000,0.000000,0.000000,0.000000,5,5
21,station,22,where,,,none,0,none,0.060000,0.060000,0.060000,0.060000,5,5
22,where,23,every,,,none,0,none,0.000000,0.000000,0.000000,0.000000,5,5
23,every,24,paper,,,none,0,none,0.000000,0.000000,0.000000,0.000000,5,5
24,paper,25,train,,,none,0,none,0.000000,0.000000,0.000000,0.000000,5,5
25,train,26,arrived,,,none,0,none,0.040000,0.040000,0.000000,0.040000,5,5
26,arrived,27,precisely,,,none,0,none,0.000000,0.000000,0.000000,0.000000,5,5
27,precisely,28,on,,,none,0,none,0.000000,0.000000,0.000000,0.000000,5,5
28,on,29,time,,,none,0,none,0.000000,0.000000,0.000000,0.000000,5,5
