word_index,word,start,end,speech_region_index,sentence_index
0,the,0.000000,0.170000,0,-1
1,chips,0.170000,0.810000,0,-1
2,they're,1.290000,1.510000,1,-1
3,just,1.510000,1.870000,1,-1
4,a,1.870000,1.920000,1,-1
5,touch,1.920000,2.370000,1,-1
6,of,2.370000,2.490000,1,-1
7,heat,2.490000,2.980000,1,-1
8,you,3.010000,3.150000,1,-1
9,know,3.150000,3.420000,1,-1
10,for,3.800000,3.970000,2,-1
11,those,3.970000,4.240000,2,-1
12,who,4.240000,4.350000,2,-1
13,like,4.350000,4.630000,2,-1
14,a,4.630000,4.680000,2,-1
15,little,4.680000,4.980000,2,-1
16,kick,4.980000,5.510000,2,-1
