word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,the,1,chips,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,chips,2,they're,?,?,region_break,1,hard_punctuation_with_lull,0.480000,0.480000,0.480000,0.480000,0,1
2,they're,3,just,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
3,just,4,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
4,a,5,touch,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
5,touch,6,of,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
6,of,7,heat,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,heat,8,you,",",",",soft_pause,0,none,0.030000,0.030000,0.030000,0.030000,1,1
8,you,9,know,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
9,know,10,for,",",",",region_break,1,comma_with_lull,0.380000,0.380000,0.380000,0.380000,1,2
10,for,11,those,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
11,those,12,who,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
12,who,13,like,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
13,like,14,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
14,a,15,little,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
15,little,16,kick,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
