index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,06_Eh,cobu,0,0,0,0.048387,0.280000,,-1,cmu_miss_conservative_single_vowel
1,20_FV,verde,1,0,0,0.108871,0.960000,V,0,cmu_fv
2,06_Eh,verde,1,0,0,0.133065,0.920000,ER,1,cmu_eh_vowel
3,03_Ee,verde,1,0,0,0.181452,0.500000,IY,3,cmu_front_vowel
4,07_Aa,has,2,0,0,0.225806,0.920000,AE,1,cmu_open_vowel
5,22_MBP,beautiful,3,0,0,0.268145,1.000000,B,0,cmu_bilabial
6,11_Oo,beautiful,3,0,0,0.308468,0.920000,UW,2,cmu_oo_vowel
7,20_FV,beautiful,3,0,0,0.368952,0.960000,F,5,cmu_fv
8,22_MBP,beaches,4,0,0,0.429032,1.000000,B,0,cmu_bilabial
9,03_Ee,beaches,4,0,0,0.448387,0.920000,IY,1,cmu_front_vowel
10,14_ChJjSh,beaches,4,0,0,0.467742,0.820000,CH,2,cmu_affricate_sibilant
11,07_Aa,and,5,0,0,0.526882,0.500000,AH,0,cmu_open_vowel
12,06_Eh,turtles,6,0,0,0.612903,0.920000,ER,1,cmu_eh_vowel
13,03_Ee,need,7,1,1,0.741935,0.920000,IY,1,cmu_front_vowel
14,06_Eh,anything,8,1,1,0.787634,0.920000,EH,0,cmu_eh_vowel
15,03_Ee,anything,8,1,1,0.841398,0.500000,IY,2,cmu_front_vowel
16,06_Eh,else,9,1,1,0.946237,0.920000,EH,0,cmu_eh_vowel
