word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,red,1,orange,",",",",region_break,1,comma_with_lull,0.240000,0.240000,0.240000,0.240000,0,1
1,orange,2,yellow,",",",",region_break,1,comma_with_lull,0.170000,0.170000,0.170000,0.170000,1,2
2,yellow,3,green,",",",",region_break,1,comma_with_lull,0.290000,0.290000,0.290000,0.290000,2,3
3,green,4,blue,",",",",soft_pause,0,none,0.090000,0.090000,0.090000,0.090000,3,3
4,blue,5,indigo,",",",",soft_pause,0,none,0.080000,0.080000,0.080000,0.080000,3,3
5,indigo,6,violet,",",",",soft_pause,0,none,0.110000,0.110000,0.110000,0.110000,3,3
6,violet,7,want,.,.,region_break,1,hard_punctuation_with_lull,0.370000,0.370000,0.370000,0.370000,3,4
7,want,8,me,,,none,0,none,0.000000,0.000000,0.000000,0.000000,4,4
8,me,9,to,,,none,0,none,0.000000,0.000000,0.000000,0.000000,4,4
9,to,10,make,,,none,0,none,0.000000,0.000000,0.000000,0.000000,4,4
10,make,11,you,,,none,0,none,0.000000,0.000000,0.000000,0.000000,4,4
11,you,12,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,4,4
12,a,13,rainbow,,,none,0,none,0.000000,0.000000,0.000000,0.000000,4,4
13,rainbow,14,sandwich,,,none,0,none,0.000000,0.000000,0.000000,0.000000,4,4
