word_index,word,start,end,speech_region_index,sentence_index
0,red,0.040000,0.550000,0,-1
1,orange,0.710000,1.330000,1,-1
2,yellow,1.360000,1.900000,1,-1
3,green,1.900000,2.430000,1,-1
4,blue,2.430000,2.860000,1,-1
5,indigo,2.910000,3.490000,1,-1
6,violet,3.520000,4.080000,1,-1
7,though,4.330000,4.500000,2,-1
8,we,4.500000,4.640000,2,-1
9,don't,4.640000,4.880000,2,-1
10,have,4.880000,5.120000,2,-1
11,rain,5.120000,5.410000,2,-1
12,here,5.410000,5.630000,2,-1
13,in,5.630000,5.710000,2,-1
14,the,5.710000,5.770000,2,-1
15,bodega,5.770000,6.390000,2,-1
