word_index,word,start,end,speech_region_index,sentence_index
0,although,0.640000,0.940000,0,-1
1,the,0.940000,1.050000,0,-1
2,sky,1.050000,1.440000,0,-1
3,looked,1.440000,1.780000,0,-1
4,dark,1.780000,2.190000,0,-1
5,we,2.680000,2.790000,1,-1
6,packed,2.790000,3.170000,1,-1
7,a,3.170000,3.230000,1,-1
8,lunch,3.230000,3.640000,1,-1
9,and,3.640000,3.800000,1,-1
10,continued,3.800000,4.360000,1,-1
11,toward,4.360000,4.600000,1,-1
12,the,4.600000,4.690000,1,-1
13,lake,4.690000,5.080000,1,-1
