PlaybackSec,EventIndex,PoseID,SourceWord,CommittedCenterSec,SubmittedWeight,SourceStrength
0.466667,0,09_Oh,not,0.495559,0.0320351,0.82
0.483334,0,09_Oh,not,0.495559,0.82,0.82
0.5,0,09_Oh,not,0.495559,0.82,0.82
0.516667,0,09_Oh,not,0.495559,0.819571,0.82
0.533333,0,09_Oh,not,0.495559,0.806093,0.82
0.55,0,09_Oh,not,0.495559,0.761219,0.82
0.566667,0,09_Oh,not,0.495559,0.679441,0.82
0.583333,0,09_Oh,not,0.495559,0.565916,0.82
0.6,0,09_Oh,not,0.495559,0.4331,0.82
0.616667,0,09_Oh,not,0.495559,0.3444,0.82
0.633333,0,09_Oh,not,0.495559,0.3444,0.82
0.65,0,09_Oh,not,0.495559,0.3444,0.82
0.666667,0,09_Oh,not,0.495559,0.0249681,0.82
0.683333,0,09_Oh,not,0.495559,0.00234096,0.82
0.683333,1,03_Ee,really,0.712407,0.0285234,0.86
0.7,1,03_Ee,really,0.712407,0.86,0.86
0.716667,1,03_Ee,really,0.712407,0.86,0.86
0.733333,1,03_Ee,really,0.712407,0.846483,0.86
0.733333,2,03_Ee,really,0.794507,0.0250479,0.86
0.75,1,03_Ee,really,0.712407,0.55283,0.86
0.75,2,03_Ee,really,0.794507,0.355532,0.86
0.766667,1,03_Ee,really,0.712407,0.11719,0.86
0.766667,2,03_Ee,really,0.794507,0.77286,0.86
0.783333,2,03_Ee,really,0.794507,0.86,0.86
0.8,2,03_Ee,really,0.794507,0.86,0.86
0.816667,2,03_Ee,really,0.794507,0.851063,0.86
0.833333,2,03_Ee,really,0.794507,0.688977,0.86
0.833333,3,03_Ee,really,0.906562,0.0660765,0.86
0.85,2,03_Ee,really,0.794507,0.358552,0.86
0.85,3,03_Ee,really,0.906562,0.336404,0.86
0.866666,2,03_Ee,really,0.794507,0.0774126,0.86
0.866666,3,03_Ee,really,0.906562,0.671125,0.86
0.883333,3,03_Ee,really,0.906562,0.847362,0.86
0.9,3,03_Ee,really,0.906562,0.86,0.86
0.916666,3,03_Ee,really,0.906562,0.86,0.86
0.933333,3,03_Ee,really,0.906562,0.849331,0.86
0.95,3,03_Ee,really,0.906562,0.758938,0.86
0.966666,3,03_Ee,really,0.906562,0.569534,0.86
0.983333,3,03_Ee,really,0.906562,0.333463,0.86
1,3,03_Ee,really,0.906562,0.129896,0.86
1.01667,3,03_Ee,really,0.906562,0.0196492,0.86
1.46667,4,20_FV,everyone,1.51188,0.000789674,1
1.48333,4,20_FV,everyone,1.51188,0.999736,1
1.5,4,20_FV,everyone,1.51188,1,1
1.51667,4,20_FV,everyone,1.51188,1,1
1.53333,4,20_FV,everyone,1.51188,1,1
1.55,4,20_FV,everyone,1.51188,0.979367,1
1.55,5,10_Or,everyone,1.65188,0.0206581,0.22
1.56667,4,20_FV,everyone,1.51188,0.745877,1
1.56667,5,10_Or,everyone,1.65188,0.172495,0.22
1.58333,4,20_FV,everyone,1.51188,0.339704,1
1.58333,5,10_Or,everyone,1.65188,0.452531,0.22
1.6,4,20_FV,everyone,1.51188,0.0487893,1
1.6,5,10_Or,everyone,1.65188,0.740607,0.22
1.61667,5,10_Or,everyone,1.65188,0.910261,0.22
1.63333,5,10_Or,everyone,1.65188,0.94,0.22
1.65,5,10_Or,everyone,1.65188,0.94,0.22
1.66667,5,10_Or,everyone,1.65188,0.94,0.22
1.66667,6,06_Eh,everyone,1.68897,0.589121,0.74
1.68333,5,10_Or,everyone,1.65188,0.670584,0.22
1.68333,6,06_Eh,everyone,1.68897,0.74,0.74
1.7,5,10_Or,everyone,1.65188,0.00209238,0.22
1.7,6,06_Eh,everyone,1.68897,0.74,0.74
1.71667,6,06_Eh,everyone,1.68897,0.706666,0.74
1.71667,7,06_Eh,everyone,1.7996,0.00380461,0.74
1.73333,6,06_Eh,everyone,1.68897,0.50051,0.74
1.73333,7,06_Eh,everyone,1.7996,0.125802,0.74
1.75,6,06_Eh,everyone,1.68897,0.20351,0.74
1.75,7,06_Eh,everyone,1.7996,0.407011,0.74
1.76667,6,06_Eh,everyone,1.68897,0.0209195,0.74
1.76667,7,06_Eh,everyone,1.7996,0.662041,0.74
1.78333,7,06_Eh,everyone,1.7996,0.739806,0.74
1.8,7,06_Eh,everyone,1.7996,0.74,0.74
1.81667,7,06_Eh,everyone,1.7996,0.739508,0.74
1.83333,7,06_Eh,everyone,1.7996,0.649859,0.74
1.85,7,06_Eh,everyone,1.7996,0.381303,0.74
1.85,8,22_MBP,pays,1.90842,0.00203337,1
1.86667,7,06_Eh,everyone,1.7996,0.0448009,0.74
1.86667,8,22_MBP,pays,1.90842,0.985,1
1.88333,7,06_Eh,everyone,1.7996,0.000545898,0.74
1.88333,8,22_MBP,pays,1.90842,1,1
1.9,8,22_MBP,pays,1.90842,1,1
1.91667,8,22_MBP,pays,1.90842,1,1
1.93333,8,22_MBP,pays,1.90842,1,1
1.95,8,22_MBP,pays,1.90842,0.987356,1
1.95,9,05_Ay,pays,2.02994,0.0213497,0.84
1.96667,8,22_MBP,pays,1.90842,0.737335,1
1.96667,9,05_Ay,pays,2.02994,0.272058,0.84
1.98333,8,22_MBP,pays,1.90842,0.283742,1
1.98333,9,05_Ay,pays,2.02994,0.581178,0.84
2,8,22_MBP,pays,1.90842,0.017012,1
2,9,05_Ay,pays,2.02994,0.795818,0.84
2.01667,9,05_Ay,pays,2.02994,0.84,0.84
2.03333,9,05_Ay,pays,2.02994,0.84,0.84
2.05,9,05_Ay,pays,2.02994,0.839702,0.84
2.06667,9,05_Ay,pays,2.02994,0.826447,0.84
2.08333,9,05_Ay,pays,2.02994,0.77964,0.84
2.1,9,05_Ay,pays,2.02994,0.692976,0.84
2.11667,9,05_Ay,pays,2.02994,0.572321,0.84
2.13333,9,05_Ay,pays,2.02994,0.431755,0.84
2.15,9,05_Ay,pays,2.02994,0.3528,0.84
2.16667,9,05_Ay,pays,2.02994,0.3528,0.84
2.18333,9,05_Ay,pays,2.02994,0.0717648,0.84
2.2,9,05_Ay,pays,2.02994,0.0185381,0.84
2.21667,9,05_Ay,pays,2.02994,0.000880494,0.84
2.21667,10,07_Aa,and,2.24098,0.313516,0.86
2.23333,10,07_Aa,and,2.24098,0.86,0.86
2.25,10,07_Aa,and,2.24098,0.86,0.86
2.26667,10,07_Aa,and,2.24098,0.859312,0.86
2.28333,10,07_Aa,and,2.24098,0.851103,0.86
2.3,10,07_Aa,and,2.24098,0.827906,0.86
2.31667,10,07_Aa,and,2.24098,0.785996,0.86
2.33333,10,07_Aa,and,2.24098,0.724838,0.86
2.35,10,07_Aa,and,2.24098,0.646486,0.86
2.36667,10,07_Aa,and,2.24098,0.554966,0.86
2.38333,10,07_Aa,and,2.24098,0.455677,0.86
2.4,10,07_Aa,and,2.24098,0.3612,0.86
2.41667,10,07_Aa,and,2.24098,0.3612,0.86
2.43333,10,07_Aa,and,2.24098,0.3612,0.86
2.45,10,07_Aa,and,2.24098,0.3612,0.86
2.46667,10,07_Aa,and,2.24098,0.0509018,0.86
2.48333,10,07_Aa,and,2.24098,0.0184686,0.86
2.5,10,07_Aa,and,2.24098,0.00334825,0.86
2.53333,11,03_Ee,leaves,2.54929,0.850618,0.86
2.55,11,03_Ee,leaves,2.54929,0.86,0.86
2.56666,11,03_Ee,leaves,2.54929,0.859629,0.86
2.58333,11,03_Ee,leaves,2.54929,0.801697,0.86
2.6,11,03_Ee,leaves,2.54929,0.603408,0.86
2.6,12,03_Ee,leaves,2.68811,0.0356776,0.86
2.61666,11,03_Ee,leaves,2.54929,0.325715,0.86
2.61666,12,03_Ee,leaves,2.68811,0.218152,0.86
2.63333,11,03_Ee,leaves,2.54929,0.096454,0.86
2.63333,12,03_Ee,leaves,2.68811,0.505215,0.86
2.65,11,03_Ee,leaves,2.54929,0.00409875,0.86
2.65,12,03_Ee,leaves,2.68811,0.753977,0.86
2.65,13,20_FV,leaves,2.69811,0.0328898,1
2.66666,12,03_Ee,leaves,2.68811,0.571625,0.86
2.66666,13,20_FV,leaves,2.69811,0.976451,1
2.68333,12,03_Ee,leaves,2.68811,0.5676,0.86
2.68333,13,20_FV,leaves,2.69811,1,1
2.7,12,03_Ee,leaves,2.68811,0.5676,0.86
2.7,13,20_FV,leaves,2.69811,1,1
2.71666,12,03_Ee,leaves,2.68811,0.299535,0.86
2.71666,13,20_FV,leaves,2.69811,1,1
2.73333,13,20_FV,leaves,2.69811,0.965,1
2.73333,14,06_Eh,leaves,2.75489,0.32564,0.74
2.75,13,20_FV,leaves,2.69811,0.285557,1
2.75,14,06_Eh,leaves,2.75489,0.74,0.74
2.76666,14,06_Eh,leaves,2.75489,0.74,0.74
2.78333,14,06_Eh,leaves,2.75489,0.727035,0.74
2.8,14,06_Eh,leaves,2.75489,0.640125,0.74
2.81666,14,06_Eh,leaves,2.75489,0.47039,0.74
2.83333,14,06_Eh,leaves,2.75489,0.266947,0.74
2.85,14,06_Eh,leaves,2.75489,0.0980891,0.74
2.86666,14,06_Eh,leaves,2.75489,0.0124098,0.74
2.9,15,11_Oo,quick,2.9268,0.676475,0.94
2.91666,15,11_Oo,quick,2.9268,0.94,0.94
2.93333,15,11_Oo,quick,2.9268,0.94,0.94
2.95,15,11_Oo,quick,2.9268,0.939987,0.94
2.96666,15,11_Oo,quick,2.9268,0.937104,0.94
2.98333,15,11_Oo,quick,2.9268,0.923613,0.94
3,15,11_Oo,quick,2.9268,0.894159,0.94
3.01666,15,11_Oo,quick,2.9268,0.846383,0.94
3.03333,15,11_Oo,quick,2.9268,0.780441,0.94
3.05,15,11_Oo,quick,2.9268,0.698539,0.94
3.06666,15,11_Oo,quick,2.9268,0.604453,0.94
3.08333,15,11_Oo,quick,2.9268,0.503055,0.94
3.1,15,11_Oo,quick,2.9268,0.399846,0.94
3.11666,15,11_Oo,quick,2.9268,0.3948,0.94
3.13333,15,11_Oo,quick,2.9268,0.3948,0.94
3.15,15,11_Oo,quick,2.9268,0.3948,0.94
3.16666,15,11_Oo,quick,2.9268,0.074223,0.94
3.18333,15,11_Oo,quick,2.9268,0.0331625,0.94
3.2,15,11_Oo,quick,2.9268,0.00988833,0.94
3.21666,15,11_Oo,quick,2.9268,0.00101434,0.94
3.23333,16,04_Ih,in,3.25669,0.143024,0.54
3.25,16,04_Ih,in,3.25669,0.54,0.54
3.26666,16,04_Ih,in,3.25669,0.54,0.54
3.28333,16,04_Ih,in,3.25669,0.513612,0.54
3.3,16,04_Ih,in,3.25669,0.367353,0.54
3.31666,16,04_Ih,in,3.25669,0.157612,0.54
3.33333,16,04_Ih,in,3.25669,0.0206579,0.54
3.9,17,11_Oo,quick,3.92458,0.838167,0.94
3.91666,17,11_Oo,quick,3.92458,0.94,0.94
3.93333,17,11_Oo,quick,3.92458,0.94,0.94
3.95,17,11_Oo,quick,3.92458,0.939954,0.94
3.96666,17,11_Oo,quick,3.92458,0.937101,0.94
3.98333,17,11_Oo,quick,3.92458,0.925616,0.94
4,17,11_Oo,quick,3.92458,0.901492,0.94
4.01666,17,11_Oo,quick,3.92458,0.862713,0.94
4.03333,17,11_Oo,quick,3.92458,0.808975,0.94
4.05,17,11_Oo,quick,3.92458,0.741407,0.94
4.06666,17,11_Oo,quick,3.92458,0.662293,0.94
4.08333,17,11_Oo,quick,3.92458,0.574791,0.94
4.1,17,11_Oo,quick,3.92458,0.482655,0.94
4.11666,17,11_Oo,quick,3.92458,0.3948,0.94
4.13333,17,11_Oo,quick,3.92458,0.3948,0.94
4.15,17,11_Oo,quick,3.92458,0.3948,0.94
4.16667,17,11_Oo,quick,3.92458,0.3948,0.94
4.18333,17,11_Oo,quick,3.92458,0.3948,0.94
4.2,17,11_Oo,quick,3.92458,0.0475547,0.94
4.21667,17,11_Oo,quick,3.92458,0.0195705,0.94
4.23333,17,11_Oo,quick,3.92458,0.00495857,0.94
4.26667,18,09_Oh,out,4.29129,0.27462,0.82
4.28333,18,09_Oh,out,4.29129,0.82,0.82
4.3,18,09_Oh,out,4.29129,0.82,0.82
4.31667,18,09_Oh,out,4.29129,0.818878,0.82
4.33333,18,09_Oh,out,4.29129,0.805171,0.82
4.35,18,09_Oh,out,4.29129,0.767332,0.82
4.36667,18,09_Oh,out,4.29129,0.701568,0.82
4.38334,18,09_Oh,out,4.29129,0.61031,0.82
4.4,18,09_Oh,out,4.29129,0.500566,0.82
4.41667,18,09_Oh,out,4.29129,0.38226,0.82
4.43334,18,09_Oh,out,4.29129,0.3444,0.82
4.45,18,09_Oh,out,4.29129,0.3444,0.82
4.46667,18,09_Oh,out,4.29129,0.3444,0.82
4.48334,18,09_Oh,out,4.29129,0.0316314,0.82
4.5,18,09_Oh,out,4.29129,0.00594775,0.82
