word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,the,1,soup,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,soup,2,was,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,was,3,warm,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,warm,4,and,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,and,5,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
5,the,6,bread,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
6,bread,7,was,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
7,was,8,fresh,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
8,fresh,9,yet,",",",",region_break,1,comma_with_lull,0.150000,0.150000,0.150000,0.150000,0,1
9,yet,10,nobody,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
10,nobody,11,touched,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
11,touched,12,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
12,the,13,salad,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
