word_index,word,start,end,speech_region_index,sentence_index
0,the,0.290000,0.370000,0,-1
1,garden,0.370000,0.710000,0,-1
2,contains,0.710000,1.140000,0,-1
3,roses,1.140000,1.730000,0,-1
4,lilies,1.850000,2.370000,1,-1
5,tulips,2.370000,2.970000,1,-1
6,sunflowers,3.030000,3.830000,1,-1
7,lavender,3.880000,4.500000,1,-1
8,mint,4.680000,5.070000,2,-1
9,thyme,5.210000,5.660000,3,-1
10,and,5.700000,5.860000,3,-1
11,tall,5.860000,6.110000,3,-1
12,green,6.110000,6.390000,3,-1
13,grass,6.390000,6.900000,3,-1
