ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,07_Aa,ireland,0,0,0.0540717,0.0850072,0.04,0.130014,0.86,0.0850072,0.12,1.1525
1,1,24_Tongue_Th,ireland,0,0,0.156207,0.202718,0.164635,0.240801,0.42,0.0827184,0.12,1.1525
2,2,07_Aa,ireland,0,0,0.174231,0.223491,0.135991,0.310991,0.86,0.103491,0.12,1.1525
3,3,07_Aa,ireland,0,0,0.246327,0.306581,0.25465,0.358513,0.86,0.106581,0.12,1.1525
4,4,04_Ih,is,1,0,0.37689,0.457056,0.429556,0.484556,0.22,0.0970557,0.12,1.1525
5,5,24_Tongue_Th,the,2,0,0.452063,0.543692,0.516192,0.571192,0.42,0.103693,0.12,1.1525
6,6,06_Eh,the,2,0,0.514048,0.61513,0.58763,0.64263,0.74,0.0951299,0.12,1.1525
7,7,22_MBP,birthplace,3,0,0.591272,0.704131,0.666639,0.741623,1,0.104131,0.12,1.1525
8,8,24_Tongue_Th,birthplace,3,0,0.659045,0.782239,0.744747,0.819731,0.42,0.102239,0.12,1.1525
9,9,07_Aa,birthplace,3,0,0.721396,0.854099,0.772866,0.935331,0.86,0.0940986,0.12,1.1525
10,10,09_Oh,of,4,0,0.911746,1.07348,1.04598,1.10098,0.82,0.113477,0.12,1.1525
11,11,20_FV,of,4,0,0.934166,1.09932,1.07182,1.12682,1,0.099316,0.12,1.1525
12,12,24_Tongue_Th,the,5,0,0.986919,1.16011,1.13261,1.18761,0.42,0.0801138,0.12,1.1525
13,13,06_Eh,the,5,0,1.0489,1.23155,1.20405,1.25905,0.74,0.111551,0.12,1.1525
14,14,22_MBP,potato,6,0,1.12906,1.32393,1.28239,1.36548,1,0.0839303,0.12,1.1525
15,15,09_Oh,potato,6,0,1.17412,1.37586,1.32739,1.42433,0.82,0.0958616,0.12,1.1525
16,16,24_Tongue_Th,potato,6,0,1.25523,1.46934,1.43125,1.50742,0.42,0.109338,0.12,1.1525
17,17,09_Oh,potato,6,0,1.27325,1.49011,1.40261,1.57761,0.82,0.0901109,0.12,1.1525
18,18,09_Oh,potato,6,0,1.34535,1.5732,1.52127,1.62513,0.82,0.0932012,0.12,1.1525
19,19,20_FV,famine,7,0,1.42843,1.66896,1.63552,1.7024,1,0.108958,0.12,1.1525
20,20,07_Aa,famine,7,0,1.45986,1.70518,1.66617,1.74419,0.86,0.105183,0.12,1.1525
21,21,22_MBP,famine,7,0,1.50016,1.75163,1.71819,1.78506,1,0.111626,0.12,1.1525
22,22,07_Aa,famine,7,0,1.53965,1.79714,1.72469,1.86959,0.86,0.11714,0.12,1.1525
