index,start,center,end,pose,word,word_index,phrase_index,sentence_index,strength,reason,alignment_reason,source_phone_class,mapped_to_observed_speech
0,0.056500,0.124000,0.191500,09_Oh,alright,0,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
1,0.584000,0.639000,0.694000,05_Ay,alright,0,0,0,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
2,1.426500,1.494000,1.561500,09_Oh,no,1,1,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
3,1.512500,1.565000,1.617500,22_MBP,more,2,1,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
4,1.651500,1.719000,1.786500,09_Oh,more,2,1,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
5,1.991500,2.059000,2.126500,07_Aa,sandwiches,3,1,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
6,2.146500,2.214000,2.281500,12_Ww-Oo-,sandwiches,3,1,0,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
7,2.334500,2.382000,2.429500,14_ChJjSh,sandwiches,3,1,0,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
8,2.550000,2.600000,2.650000,20_FV,for,4,1,0,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
9,2.686500,2.754000,2.821500,09_Oh,for,4,1,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
10,2.966500,3.034000,3.101500,11_Oo,you,5,1,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
11,3.883800,3.951300,4.018800,12_Ww-Oo-,want,6,2,1,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
12,3.933800,4.001300,4.068800,07_Aa,want,6,2,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
13,4.161500,4.229000,4.296500,07_Aa,some,7,2,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
14,4.226501,4.279000,4.331500,22_MBP,some,7,2,1,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
15,4.319500,4.367000,4.414500,14_ChJjSh,chips,8,2,1,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
16,4.416500,4.484000,4.551500,03_Ee,chips,8,2,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
17,4.482501,4.535000,4.587500,22_MBP,chips,8,2,1,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
18,4.611500,4.679000,4.746500,03_Ee,instead,9,2,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
19,4.946500,5.014000,5.081500,06_Eh,instead,9,2,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
