EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,04_Ih,EEE,i'm,0,0,0.00952381,0.0424242,0.0581517,0.363811,SimpleBudgetV1
1,22_MBP,MBP,i'm,0,0,0.0554113,0.0761905,0.147318,1,SimpleBudgetV1
2,10_Or,OOO,sorry,1,0,0.104866,0.136866,0.270599,0.68,SimpleBudgetV1
3,03_Ee,EEE,sorry,1,0,0.123152,0.18258,0.342242,0.86,SimpleBudgetV1
4,03_Ee,EEE,sorry,1,0,0.171152,0.207723,0.42412,0.86,SimpleBudgetV1
5,05_Ay,EEE,i,2,1,0.268433,0.298355,0.634474,0.84,SimpleBudgetV1
6,09_Oh,OOO,don't,3,1,0.338528,0.38355,0.808308,0.82,SimpleBudgetV1
7,09_Oh,OOO,know,4,1,0.425108,0.47013,1.00215,0.82,SimpleBudgetV1
8,07_Aa,AAA,any,5,1,0.48703,0.51903,1.1262,0.86,SimpleBudgetV1
9,03_Ee,EEE,any,5,1,0.520554,0.579983,1.23196,0.86,SimpleBudgetV1
10,03_Ee,EEE,any,5,1,0.560935,0.597507,1.29678,0.86,SimpleBudgetV1
11,20_FV,FVS,fun,6,1,0.598268,0.619048,1.36269,1,SimpleBudgetV1
12,18_Uh,AAA,fun,6,1,0.625974,0.670996,1.45185,0.22,SimpleBudgetV1
13,20_FV,FVS,facts,7,1,0.684848,0.705628,1.55653,1,SimpleBudgetV1
14,07_Aa,AAA,facts,7,1,0.712554,0.757576,1.64569,0.86,SimpleBudgetV1
15,07_Aa,AAA,about,8,1,0.777143,0.797714,1.76293,0.86,SimpleBudgetV1
16,22_MBP,MBP,about,8,1,0.796571,0.824,1.8141,1,SimpleBudgetV1
17,11_Oo,OOO,about,8,1,0.829714,0.877714,1.91133,0.94,SimpleBudgetV1
18,14_ChJjSh,FVS,chechi,9,1,0.885714,0.913143,2.01368,0.740272,SimpleBudgetV1
19,06_Eh,EEE,chechi,9,1,0.922286,0.981714,2.13138,0.74,SimpleBudgetV1
20,04_Ih,EEE,chechi,9,1,0.97219,1,2.20771,0.72,SimpleBudgetV1
