start,end,phone,word,confidence,word_index,speech_region_index,phone_index,phrase_index,sentence_index,alignment_reason
0.000000,0.080000,R,red,1.0,0,0,0,0,-1,mfa_textgrid_phone
0.080000,0.240000,EH1,red,1.0,0,0,1,0,-1,mfa_textgrid_phone
0.240000,0.400000,D,red,1.0,0,0,2,0,-1,mfa_textgrid_phone
0.680000,0.830000,AO1,orange,1.0,1,1,0,1,-1,mfa_textgrid_phone
0.830000,0.930000,R,orange,1.0,1,1,1,1,-1,mfa_textgrid_phone
0.930000,1.030000,IH0,orange,1.0,1,1,2,1,-1,mfa_textgrid_phone
1.030000,1.140000,N,orange,1.0,1,1,3,1,-1,mfa_textgrid_phone
1.140000,1.360000,JH,orange,1.0,1,1,4,1,-1,mfa_textgrid_phone
1.420000,1.570000,Y,yellow,1.0,2,1,0,1,-1,mfa_textgrid_phone
1.570000,1.650000,EH1,yellow,1.0,2,1,1,1,-1,mfa_textgrid_phone
1.650000,1.750000,L,yellow,1.0,2,1,2,1,-1,mfa_textgrid_phone
1.750000,2.020000,OW0,yellow,1.0,2,1,3,1,-1,mfa_textgrid_phone
2.150000,2.220000,G,green,1.0,3,2,0,2,-1,mfa_textgrid_phone
2.220000,2.340000,R,green,1.0,3,2,1,2,-1,mfa_textgrid_phone
2.340000,2.570000,IY1,green,1.0,3,2,2,2,-1,mfa_textgrid_phone
2.570000,2.740000,N,green,1.0,3,2,3,2,-1,mfa_textgrid_phone
2.800000,2.910000,B,blue,1.0,4,2,0,2,-1,mfa_textgrid_phone
2.910000,3.010000,L,blue,1.0,4,2,1,2,-1,mfa_textgrid_phone
3.010000,3.300000,UW1,blue,1.0,4,2,2,2,-1,mfa_textgrid_phone
3.420000,3.510000,IH1,indigo,1.0,5,2,0,2,-1,mfa_textgrid_phone
3.510000,3.580000,N,indigo,1.0,5,2,1,2,-1,mfa_textgrid_phone
3.580000,3.630000,D,indigo,1.0,5,2,2,2,-1,mfa_textgrid_phone
3.630000,3.680000,IH0,indigo,1.0,5,2,3,2,-1,mfa_textgrid_phone
3.680000,3.750000,G,indigo,1.0,5,2,4,2,-1,mfa_textgrid_phone
3.750000,3.950000,OW2,indigo,1.0,5,2,5,2,-1,mfa_textgrid_phone
3.950000,4.090000,V,violet,1.0,6,2,0,2,-1,mfa_textgrid_phone
4.090000,4.220000,AY1,violet,1.0,6,2,1,2,-1,mfa_textgrid_phone
4.220000,4.300000,AH0,violet,1.0,6,2,2,2,-1,mfa_textgrid_phone
4.300000,4.350000,L,violet,1.0,6,2,3,2,-1,mfa_textgrid_phone
4.350000,4.430000,IH0,violet,1.0,6,2,4,2,-1,mfa_textgrid_phone
4.430000,4.560000,T,violet,1.0,6,2,5,2,-1,mfa_textgrid_phone
5.010000,5.130000,K,coloring,1.0,7,3,0,3,-1,mfa_textgrid_phone
5.130000,5.170000,AH1,coloring,1.0,7,3,1,3,-1,mfa_textgrid_phone
5.170000,5.270000,L,coloring,1.0,7,3,2,3,-1,mfa_textgrid_phone
5.270000,5.360000,ER0,coloring,1.0,7,3,3,3,-1,mfa_textgrid_phone
5.360000,5.410000,IH0,coloring,1.0,7,3,4,3,-1,mfa_textgrid_phone
5.410000,5.480000,NG,coloring,1.0,7,3,5,3,-1,mfa_textgrid_phone
5.480000,5.520000,DH,the,1.0,8,3,0,3,-1,mfa_textgrid_phone
5.520000,5.560000,AH0,the,1.0,8,3,1,3,-1,mfa_textgrid_phone
5.560000,5.700000,W,world,1.0,9,3,0,3,-1,mfa_textgrid_phone
5.700000,5.840000,ER1,world,1.0,9,3,1,3,-1,mfa_textgrid_phone
5.840000,5.950000,L,world,1.0,9,3,2,3,-1,mfa_textgrid_phone
5.950000,6.050000,D,world,1.0,9,3,3,3,-1,mfa_textgrid_phone
