word_index,word,start,end,speech_region_index,sentence_index
0,because,0.500000,0.820000,0,-1
1,we,0.820000,0.940000,0,-1
2,finished,0.940000,1.350000,0,-1
3,ahead,1.350000,1.580000,0,-1
4,of,1.580000,1.690000,0,-1
5,schedule,1.690000,2.260000,0,-1
6,we,2.440000,2.560000,1,-1
7,cleaned,2.560000,2.970000,1,-1
8,the,2.970000,3.030000,1,-1
9,room,3.030000,3.440000,1,-1
10,filed,3.660000,4.100000,2,-1
11,the,4.100000,4.180000,2,-1
12,notes,4.180000,4.700000,2,-1
13,and,4.960000,5.120000,3,-1
14,went,5.120000,5.280000,3,-1
15,home,5.280000,5.620000,3,-1
