word_index,word,start,end,speech_region_index,sentence_index
0,how,0.000000,0.180000,0,-1
1,about,0.180000,0.470000,0,-1
2,the,0.470000,0.550000,0,-1
3,coast,0.550000,1.000000,0,-1
4,of,1.000000,1.130000,0,-1
5,maine,1.130000,1.630000,0,-1
6,beautiful,2.150000,2.790000,1,-1
7,and,2.820000,3.000000,1,-1
8,peaceful,3.000000,3.570000,1,-1
9,not,3.640000,3.880000,1,-1
10,as,3.880000,3.990000,1,-1
11,crowded,3.990000,4.620000,1,-1
12,as,4.670000,4.780000,1,-1
13,some,4.780000,5.050000,1,-1
14,places,5.050000,5.620000,1,-1
