word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,once,1,upon,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,upon,2,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,a,3,time,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,time,4,a,",",",",soft_pause,0,none,0.100000,0.100000,0.100000,0.100000,0,0
4,a,5,lost,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
5,lost,6,puppy,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
6,puppy,7,found,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
7,found,8,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
8,a,9,sandwich,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
9,sandwich,10,it,.,.,region_break,1,hard_punctuation_with_lull,0.260000,0.260000,0.220000,0.260000,0,1
10,it,11,was,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
11,was,12,happy,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
12,happy,13,and,,,none,0,none,0.130000,0.130000,0.130000,0.130000,1,1
13,and,14,full,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
14,full,15,from,.,.,region_break,1,hard_punctuation_with_lull,0.360000,0.360000,0.360000,0.360000,1,2
15,from,16,then,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
16,then,17,on,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
17,on,18,the,",",",",soft_pause,0,none,0.100000,0.100000,0.100000,0.100000,2,2
18,the,19,sandwich,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
19,sandwich,20,was,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
20,was,21,known,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
21,known,22,as,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
22,as,23,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
