index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,06_Eh,haiti's,0,0,0,0.034615,0.920000,EY,1,cmu_eh_vowel
1,03_Ee,haiti's,0,0,0,0.080769,0.500000,IY,3,cmu_front_vowel
2,06_Eh,griot,1,0,0,0.153846,0.280000,,-1,cmu_miss_conservative_single_vowel
3,05_Ay,is,2,0,0,0.211538,0.940000,AY,0,cmu_ay
4,07_Aa,hearty,3,0,0,0.303846,0.920000,AA,1,cmu_open_vowel
5,03_Ee,hearty,3,0,0,0.373077,0.500000,IY,4,cmu_front_vowel
6,12_Ww-Oo-,want,4,1,1,0.394231,0.880000,W,0,cmu_w
7,07_Aa,want,4,1,1,0.413462,0.920000,AA,1,cmu_open_vowel
8,07_Aa,a,5,1,1,0.500000,0.500000,AH,0,cmu_open_vowel
9,07_Aa,sandwich,6,1,1,0.571429,0.920000,AE,1,cmu_open_vowel
10,12_Ww-Oo-,sandwich,6,1,1,0.637363,0.880000,W,4,cmu_w
11,14_ChJjSh,sandwich,6,1,1,0.681319,0.820000,CH,6,cmu_affricate_sibilant
12,11_Oo,to,7,1,1,0.750000,0.920000,UW,1,cmu_oo_vowel
13,22_MBP,pair,8,1,1,0.782051,1.000000,P,0,cmu_bilabial
14,06_Eh,pair,8,1,1,0.807692,0.920000,EH,1,cmu_eh_vowel
15,12_Ww-Oo-,with,9,1,1,0.858974,0.880000,W,0,cmu_w
16,03_Ee,with,9,1,1,0.884615,0.920000,IH,1,cmu_front_vowel
17,07_Aa,that,10,1,1,0.961538,0.920000,AE,1,cmu_open_vowel
