start,end,pose,phone,word,confidence,word_index,speech_region_index,phrase_index,sentence_index,source_phone,source_phone_index,alignment_reason
0.060000,0.170000,AY1,AY1,i,1.0,0,0,0,-1,AY1,0,mfa_textgrid_phone
0.170000,0.300000,L,L,like,1.0,1,0,0,-1,L,0,mfa_textgrid_phone
0.300000,0.400000,AY1,AY1,like,1.0,1,0,0,-1,AY1,1,mfa_textgrid_phone
0.400000,0.480000,K,K,like,1.0,1,0,0,-1,K,2,mfa_textgrid_phone
0.480000,0.530000,DH,DH,the,1.0,2,0,0,-1,DH,0,mfa_textgrid_phone
0.530000,0.600000,AH0,AH0,the,1.0,2,0,0,-1,AH0,1,mfa_textgrid_phone
0.600000,0.680000,V,V,veggie,1.0,3,0,0,-1,V,0,mfa_textgrid_phone
0.680000,0.780000,EH1,EH1,veggie,1.0,3,0,0,-1,EH1,1,mfa_textgrid_phone
0.780000,0.890000,JH,JH,veggie,1.0,3,0,0,-1,JH,2,mfa_textgrid_phone
0.890000,0.950000,IY0,IY0,veggie,1.0,3,0,0,-1,IY0,3,mfa_textgrid_phone
0.950000,1.050000,W,W,one,1.0,4,0,0,-1,W,0,mfa_textgrid_phone
1.050000,1.140000,AH1,AH1,one,1.0,4,0,0,-1,AH1,1,mfa_textgrid_phone
1.140000,1.200000,N,N,one,1.0,4,0,0,-1,N,2,mfa_textgrid_phone
1.200000,1.260000,M,M,myself,1.0,5,0,0,-1,M,0,mfa_textgrid_phone
1.260000,1.330000,AY2,AY2,myself,1.0,5,0,0,-1,AY2,1,mfa_textgrid_phone
1.330000,1.510000,S,S,myself,1.0,5,0,0,-1,S,2,mfa_textgrid_phone
1.510000,1.600000,EH1,EH1,myself,1.0,5,0,0,-1,EH1,3,mfa_textgrid_phone
1.600000,1.710000,L,L,myself,1.0,5,0,0,-1,L,4,mfa_textgrid_phone
1.710000,1.930000,F,F,myself,1.0,5,0,0,-1,F,5,mfa_textgrid_phone
2.110000,2.290000,L,L,light,1.0,6,1,1,-1,L,0,mfa_textgrid_phone
2.290000,2.430000,AY1,AY1,light,1.0,6,1,1,-1,AY1,1,mfa_textgrid_phone
2.430000,2.520000,T,T,light,1.0,6,1,1,-1,T,2,mfa_textgrid_phone
2.560000,2.590000,AE1,AE1,and,1.0,7,1,1,-1,AE1,0,mfa_textgrid_phone
2.590000,2.630000,N,N,and,1.0,7,1,1,-1,N,1,mfa_textgrid_phone
2.630000,2.690000,D,D,and,1.0,7,1,1,-1,D,2,mfa_textgrid_phone
2.690000,2.810000,F,F,fresh,1.0,8,1,1,-1,F,0,mfa_textgrid_phone
2.810000,2.880000,R,R,fresh,1.0,8,1,1,-1,R,1,mfa_textgrid_phone
2.880000,2.990000,EH1,EH1,fresh,1.0,8,1,1,-1,EH1,2,mfa_textgrid_phone
2.990000,3.290000,SH,SH,fresh,1.0,8,1,1,-1,SH,3,mfa_textgrid_phone
