ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,22_MBP,ban,0,0,0.0216056,0.191606,0.164106,0.219106,1,0.111606,0.12,1
1,1,07_Aa,ban,0,0,0.11392,0.28392,0.232853,0.334988,0.86,0.0839204,0.12,1
2,2,18_Uh,dung,1,0,0.310335,0.480335,0.429267,0.531402,0.551448,0.0803348,0.12,1
3,3,07_Aa,has,2,0,0.474851,0.644851,0.617351,0.672351,0.86,0.0848515,0.12,1
4,4,06_Eh,nice,3,0,0.648167,0.818168,0.7671,0.869235,0.74,0.0981675,0.12,1
5,5,22_MBP,markets,4,0,0.756588,0.926588,0.895476,0.9577,1,0.0865881,0.12,1
6,6,07_Aa,markets,4,0,0.881036,1.05104,0.983627,1.11845,0.86,0.0910362,0.12,1
7,7,07_Aa,and,5,0,1.07195,1.24195,1.21445,1.26945,0.86,0.0819513,0.12,1
8,8,20_FV,friendly,6,0,1.16623,1.33623,1.30135,1.37111,1,0.0962303,0.12,1
9,9,24_Tongue_Th,friendly,6,0,1.28251,1.45251,1.42053,1.48448,0.42,0.0925076,0.12,1
10,10,03_Ee,friendly,6,0,1.29995,1.46995,1.39437,1.54553,0.86,0.109949,0.12,1
11,11,03_Ee,friendly,6,0,1.36972,1.53972,1.49611,1.58332,0.86,0.0997157,0.12,1
12,12,22_MBP,people,7,0,1.44797,1.61797,1.58685,1.64908,1,0.0979674,0.12,1
13,13,06_Eh,people,7,0,1.57242,1.74242,1.67501,1.80982,0.74,0.102416,0.12,1
14,14,06_Eh,enjoy,8,1,2.11526,2.30369,2.26708,2.3403,0.74,0.103691,0.12,1.00871
15,15,03_Ee,enjoy,8,1,2.23971,2.44369,2.3751,2.51228,0.86,0.0836914,0.12,1.01752
16,16,03_Ee,enjoy,8,1,2.29675,2.50699,2.46478,2.5492,0.86,0.106987,0.12,1.01752
17,17,10_Or,your,9,1,2.46645,2.67966,2.61771,2.74162,0.683729,0.119662,0.12,1.01752
18,18,03_Ee,stay,10,1,2.65894,3.01215,2.95878,3.06552,0.86,0.100819,0.12,1.04504
