EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,22_MBP,MBP,ban,0,0,0,0.0176991,0.0216056,1,SimpleBudgetV1
1,07_Aa,AAA,ban,0,0,0.0257442,0.0675784,0.11392,0.86,SimpleBudgetV1
2,18_Uh,AAA,dung,1,0,0.106195,0.148029,0.310335,0.551448,SimpleBudgetV1
3,07_Aa,AAA,has,2,0,0.18465,0.204344,0.474851,0.86,SimpleBudgetV1
4,06_Eh,EEE,nice,3,0,0.24457,0.286404,0.648167,0.74,SimpleBudgetV1
5,22_MBP,MBP,markets,4,0,0.297152,0.322639,0.756588,1,SimpleBudgetV1
6,07_Aa,AAA,markets,4,0,0.333258,0.388479,0.881036,0.86,SimpleBudgetV1
7,07_Aa,AAA,and,5,0,0.42922,0.448914,1.07195,0.86,SimpleBudgetV1
8,20_FV,FVS,friendly,6,0,0.463395,0.491971,1.16623,1,SimpleBudgetV1
9,24_Tongue_Th,FVS,friendly,6,0,0.512212,0.538407,1.28251,0.42,SimpleBudgetV1
10,03_Ee,EEE,friendly,6,0,0.501496,0.563411,1.29995,0.86,SimpleBudgetV1
11,03_Ee,EEE,friendly,6,0,0.54317,0.57889,1.36972,0.86,SimpleBudgetV1
12,22_MBP,MBP,people,7,0,0.580338,0.605825,1.44797,1,SimpleBudgetV1
13,06_Eh,EEE,people,7,0,0.616444,0.671665,1.57242,0.74,SimpleBudgetV1
14,06_Eh,EEE,enjoy,8,1,0.728657,0.758391,1.81526,0.74,SimpleBudgetV1
15,03_Ee,EEE,enjoy,8,1,0.766887,0.822108,1.93971,0.86,SimpleBudgetV1
16,03_Ee,EEE,enjoy,8,1,0.800869,0.834851,1.99675,0.86,SimpleBudgetV1
17,10_Or,OOO,your,9,1,0.86243,0.912309,2.16645,0.683729,SimpleBudgetV1
18,03_Ee,EEE,stay,10,1,0.945294,0.987128,2.35894,0.86,SimpleBudgetV1
