word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,the,1,system,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,system,2,correlates,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,correlates,3,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,the,4,viseme,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,viseme,5,plan,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
5,plan,6,with,,,region_break,1,strong_acoustic_gap,0.240000,0.240000,0.240000,0.240000,0,1
6,with,7,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,the,8,audio,,,none,0,none,0.040000,0.040000,0.000000,0.040000,1,1
8,audio,9,using,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
9,using,10,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
10,a,11,neural,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
11,neural,12,matcher,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
