ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,04_Ih,confusion,0,0,0.077373,0.55588,0.5,0.611761,0.68,0.0758806,0.09,1
1,1,20_FV,confusion,0,0,0.167164,0.645671,0.594089,0.697253,1,0.0856714,0.09,1
2,2,14_ChJjSh,confusion,0,0,0.232119,0.710626,0.663343,0.75791,0.741,0.0706264,0.09,1
3,3,04_Ih,confusion,0,0,0.249313,0.72782,0.64032,0.81532,0.22,0.0878204,0.09,1
4,4,07_Aa,can,1,0,0.529575,1.00808,0.97422,1.04194,0.86,0.0880823,0.09,1
5,5,22_MBP,be,2,0,0.62567,1.10418,1.07032,1.13804,1,0.0641776,0.09,1
6,6,06_Eh,be,2,0,0.740297,1.2188,1.15671,1.28089,0.74,0.0588044,0.09,1
7,7,07_Aa,a,3,0,0.94032,1.41883,1.38497,1.45269,0.86,0.0588281,0.09,1
8,8,07_Aa,tasty,4,0,1.1071,1.58561,1.54148,1.62974,0.86,0.0656098,0.09,1
9,9,03_Ee,tasty,4,0,1.19536,1.67387,1.59191,1.75583,0.86,0.0738724,0.09,1
10,10,24_Tongue_Th,thing,5,0,1.35641,1.83492,1.80106,1.86878,0.42,0.0749229,0.09,1
11,11,04_Ih,thing,5,0,1.46627,1.94477,1.88268,2.00686,0.362232,0.0647734,0.09,1
12,12,11_Oo,too,6,0,1.67317,2.15167,2.11781,2.18554,1,0.0716746,0.09,1
13,13,06_Eh,let,7,1,2.26957,2.36131,2.32745,2.39517,0.74,0.0813086,0.09,1
14,14,22_MBP,me,8,1,2.35898,2.59072,2.55685,2.62458,1,0.0707178,0.09,1
15,15,06_Eh,me,8,1,2.44151,2.73072,2.69685,2.76458,0.74,0.0507181,0.09,1
16,16,03_Ee,clear,9,1,2.65223,3.04956,2.98747,3.11165,0.86,0.0895653,0.09,1
17,17,04_Ih,it,10,1,2.85226,3.24959,3.21572,3.28345,0.524485,0.0895889,0.09,1
18,18,18_Uh,up,11,1,3.06298,3.46031,3.39822,3.5224,0.22,0.0603111,0.09,1
19,19,22_MBP,up,11,1,3.10358,3.50091,3.46704,3.53477,1,0.0609081,0.09,1
20,20,07_Aa,how,12,2,3.73313,3.66568,3.62769,3.70367,0.86,0.0656834,0.09,1.12183
21,21,11_Oo,how,12,2,3.77134,3.76889,3.70995,3.82783,0.94,0.0535474,0.09,1.12183
22,22,07_Aa,about,13,2,3.87756,4.01511,3.97712,4.0531,0.86,0.0680549,0.09,1.12183
23,23,22_MBP,about,13,2,3.9406,4.14316,4.10072,4.18559,1,0.0708389,0.09,1.12183
24,24,11_Oo,about,13,2,4.06039,4.28315,4.20889,4.35742,0.94,0.0831575,0.09,1.12183
25,25,07_Aa,a,14,2,4.24837,4.61114,4.57315,4.64913,0.86,0.0740485,0.09,1.12183
26,26,07_Aa,sandwich,15,2,4.38421,4.82607,4.77453,4.87761,0.86,0.0660739,0.09,1.12183
27,27,07_Aa,sandwich,15,2,4.52558,4.96607,4.87857,5.05357,0.86,0.0860739,0.09,1.12183
28,28,14_ChJjSh,sandwich,15,2,4.61217,5.10607,5.05849,5.15365,0.71088,0.0660739,0.09,1.12183
29,29,07_Aa,and,16,2,4.77375,5.34445,5.30647,5.38244,0.86,0.0644584,0.09,1.12183
30,30,07_Aa,a,17,2,4.94569,5.54047,5.50248,5.57846,0.86,0.0604768,0.09,1.12183
31,31,22_MBP,bag,18,2,5.04178,5.64828,5.61029,5.68626,1,0.0882792,0.09,1.12183
32,32,07_Aa,bag,18,2,5.15641,5.77687,5.70721,5.84652,0.86,0.0568714,0.09,1.12183
33,33,09_Oh,of,19,2,5.35643,5.82687,5.79565,5.8581,0.82,0.0668774,0.09,0.922085
34,34,20_FV,of,19,2,5.38566,5.8371,5.80588,5.86833,1,0.0771079,0.09,0.922085
35,35,14_ChJjSh,chips,20,2,5.4573,5.85501,5.82379,5.88624,0.658002,0.0550184,0.09,0.922085
36,36,04_Ih,chips,20,2,5.56715,5.89346,5.83621,5.95071,0.22,0.0534663,0.09,0.922085
37,37,22_MBP,chips,20,2,5.59581,5.90819,5.87696,5.93941,1,0.0681915,0.09,0.922085
38,38,20_FV,five,21,3,6.12745,6.44386,6.41,6.47773,1,0.0838671,0.09,1
39,39,06_Eh,five,21,3,6.2373,6.55371,6.49162,6.6158,0.74,0.0737176,0.09,1
40,40,07_Aa,and,22,3,6.43732,6.7428,6.71002,6.77559,0.86,0.0628076,0.09,0.968192
41,41,11_Oo,two,23,3,6.6576,6.95607,6.91214,7,0.94,0.0760751,0.09,0.968192
42,42,14_ChJjSh,just,24,4,7.20834,7.31386,7.28,7.34773,0.748803,0.0738683,0.09,1
43,43,18_Uh,just,24,4,7.31819,7.42371,7.36162,7.4858,0.268499,0.0637183,0.09,1
44,44,06_Eh,like,25,4,7.557,7.66252,7.60043,7.72461,0.74,-0.724358,0.15,1
45,45,07_Aa,always,26,4,7.70773,7.81325,7.76912,7.85738,0.86,-0.573623,0.15,1
46,46,05_Ay,always,26,4,7.84013,7.94565,7.86369,8.0276,0.84,-0.441229,0.15,1
