EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,04_Ih,EEE,confusion,0,0,0.00317348,0.0196756,0.077373,0.68,SimpleBudgetV1
1,20_FV,FVS,confusion,0,0,0.0170663,0.032299,0.167164,1,SimpleBudgetV1
2,14_ChJjSh,FVS,confusion,0,0,0.027292,0.0412553,0.232119,0.741,SimpleBudgetV1
3,04_Ih,EEE,confusion,0,0,0.0203103,0.0533145,0.249313,0.22,SimpleBudgetV1
4,07_Aa,AAA,can,1,0,0.0731946,0.0831947,0.529575,0.86,SimpleBudgetV1
5,22_MBP,MBP,be,2,0,0.0873836,0.0973836,0.62567,1,SimpleBudgetV1
6,06_Eh,EEE,be,2,0,0.100141,0.118477,0.740297,0.74,SimpleBudgetV1
7,07_Aa,AAA,a,3,0,0.133843,0.143843,0.94032,0.86,SimpleBudgetV1
8,07_Aa,AAA,tasty,4,0,0.156953,0.169986,1.1071,0.86,SimpleBudgetV1
9,03_Ee,EEE,tasty,4,0,0.164401,0.188604,1.19536,0.86,SimpleBudgetV1
10,24_Tongue_Th,FVS,thing,5,0,0.195282,0.205282,1.35641,0.42,SimpleBudgetV1
11,04_Ih,EEE,thing,5,0,0.207334,0.22567,1.46627,0.362232,SimpleBudgetV1
12,11_Oo,OOO,too,6,0,0.242052,0.252052,1.67317,1,SimpleBudgetV1
13,06_Eh,EEE,let,7,1,0.285818,0.295818,1.96957,0.74,SimpleBudgetV1
14,22_MBP,MBP,me,8,1,0.29902,0.30902,2.05898,1,SimpleBudgetV1
15,06_Eh,EEE,me,8,1,0.311206,0.321206,2.14151,0.74,SimpleBudgetV1
16,03_Ee,EEE,clear,9,1,0.338152,0.356488,2.35223,0.86,SimpleBudgetV1
17,04_Ih,EEE,it,10,1,0.371855,0.381855,2.55226,0.524485,SimpleBudgetV1
18,18_Uh,AAA,up,11,1,0.398801,0.417137,2.76298,0.22,SimpleBudgetV1
19,22_MBP,MBP,up,11,1,0.408963,0.418963,2.80358,1,SimpleBudgetV1
20,07_Aa,AAA,how,12,2,0.457624,0.467624,3.13313,0.86,SimpleBudgetV1
21,11_Oo,OOO,how,12,2,0.460508,0.476023,3.17134,0.94,SimpleBudgetV1
22,07_Aa,AAA,about,13,2,0.478949,0.488949,3.27756,0.86,SimpleBudgetV1
23,22_MBP,MBP,about,13,2,0.487673,0.498844,3.3406,1,SimpleBudgetV1
24,11_Oo,OOO,about,13,2,0.501171,0.520719,3.46039,0.94,SimpleBudgetV1
25,07_Aa,AAA,a,14,2,0.533702,0.543702,3.64837,0.86,SimpleBudgetV1
26,07_Aa,AAA,sandwich,15,2,0.551975,0.565543,3.78421,0.86,SimpleBudgetV1
27,07_Aa,AAA,sandwich,15,2,0.566065,0.593202,3.92558,0.86,SimpleBudgetV1
28,14_ChJjSh,FVS,sandwich,15,2,0.586157,0.598681,4.01217,0.71088,SimpleBudgetV1
29,07_Aa,AAA,and,16,2,0.611277,0.621277,4.17375,0.86,SimpleBudgetV1
30,07_Aa,AAA,a,17,2,0.636664,0.646664,4.34569,0.86,SimpleBudgetV1
31,22_MBP,MBP,bag,18,2,0.650853,0.660853,4.44178,1,SimpleBudgetV1
32,07_Aa,AAA,bag,18,2,0.663611,0.681946,4.55641,0.86,SimpleBudgetV1
33,09_Oh,OOO,of,19,2,0.697313,0.707313,4.75643,0.82,SimpleBudgetV1
34,20_FV,FVS,of,19,2,0.701629,0.711629,4.78566,1,SimpleBudgetV1
35,14_ChJjSh,FVS,chips,20,2,0.712207,0.722207,4.8573,0.658002,SimpleBudgetV1
36,04_Ih,EEE,chips,20,2,0.72426,0.742595,4.96715,0.22,SimpleBudgetV1
37,22_MBP,MBP,chips,20,2,0.732659,0.742659,4.99581,1,SimpleBudgetV1
38,20_FV,FVS,five,21,3,0.766862,0.776862,5.22745,1,SimpleBudgetV1
39,06_Eh,EEE,five,21,3,0.778914,0.79725,5.3373,0.74,SimpleBudgetV1
40,07_Aa,AAA,and,22,3,0.812616,0.822616,5.53732,0.86,SimpleBudgetV1
41,11_Oo,OOO,two,23,3,0.843441,0.856841,5.7576,0.94,SimpleBudgetV1
42,14_ChJjSh,FVS,just,24,4,0.882165,0.892165,6.00834,0.748803,SimpleBudgetV1
43,18_Uh,AAA,just,24,4,0.894217,0.912553,6.11819,0.268499,SimpleBudgetV1
44,06_Eh,EEE,like,25,4,0.929478,0.947814,6.357,0.74,SimpleBudgetV1
45,07_Aa,AAA,always,26,4,0.954386,0.967419,6.50773,0.86,SimpleBudgetV1
46,05_Ay,EEE,always,26,4,0.96835,0.992553,6.64013,0.84,SimpleBudgetV1
