word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,hello,1,i'm,",",",",soft_pause,0,none,0.080000,0.080000,0.000000,0.080000,0,0
1,i'm,2,max,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,max,3,how,.,.,hard_pause,0,none,0.070000,0.070000,0.070000,0.070000,0,0
3,how,4,can,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,can,5,i,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
5,i,6,assist,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
6,assist,7,you,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
7,you,8,with,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
8,with,9,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
9,the,10,deal,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
10,deal,11,in,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
11,in,12,kentucky,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
