word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,the,1,rain,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,rain,2,stopped,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,stopped,3,a,.,.,region_break,1,hard_punctuation_with_lull,0.240000,0.240000,0.240000,0.240000,0,1
3,a,4,thin,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
4,thin,5,band,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
5,band,6,of,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
6,of,7,sunlight,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,sunlight,8,crossed,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
8,crossed,9,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
9,the,10,garden,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
