word_index,word,start,end,speech_region_index,sentence_index
0,if,0.490000,0.660000,0,-1
1,you,0.660000,0.760000,0,-1
2,smell,0.760000,1.160000,0,-1
3,smoke,1.160000,1.720000,0,-1
4,leave,1.980000,2.320000,1,-1
5,the,2.320000,2.400000,1,-1
6,building,2.400000,2.880000,1,-1
7,and,2.880000,3.100000,1,-1
8,call,3.100000,3.410000,1,-1
9,for,3.410000,3.580000,1,-1
10,help,3.580000,3.960000,1,-1
11,from,4.040000,4.260000,1,-1
12,a,4.260000,4.300000,1,-1
13,safe,4.300000,4.720000,1,-1
14,place,4.720000,5.220000,1,-1
