index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,12_Ww-Oo-,we've,0,0,0,0.010417,0.880000,W,0,cmu_w
1,03_Ee,we've,0,0,0,0.031250,0.920000,IY,1,cmu_front_vowel
2,20_FV,we've,0,0,0,0.052083,0.960000,V,2,cmu_fv
3,07_Aa,got,1,0,0,0.093750,0.920000,AA,1,cmu_open_vowel
4,07_Aa,sandwiches,2,0,0,0.156250,0.920000,AE,1,cmu_open_vowel
5,12_Ww-Oo-,sandwiches,2,0,0,0.218750,0.880000,W,4,cmu_w
6,14_ChJjSh,sandwiches,2,0,0,0.260417,0.820000,CH,6,cmu_affricate_sibilant
7,20_FV,for,3,0,0,0.322917,0.960000,F,0,cmu_fv
8,09_Oh,for,3,0,0,0.343750,0.920000,AO,1,cmu_oh_vowel
9,20_FV,five,4,0,0,0.385417,0.960000,F,0,cmu_fv
10,05_Ay,five,4,0,0,0.406250,0.940000,AY,1,cmu_ay
11,07_Aa,dollars,5,0,0,0.465625,0.920000,AA,1,cmu_open_vowel
12,07_Aa,and,6,0,0,0.541667,0.500000,AH,0,cmu_open_vowel
13,14_ChJjSh,chips,7,0,0,0.601562,0.820000,CH,0,cmu_affricate_sibilant
14,03_Ee,chips,7,0,0,0.617188,0.920000,IH,1,cmu_front_vowel
15,22_MBP,chips,7,0,0,0.632812,1.000000,P,2,cmu_bilabial
16,20_FV,for,8,0,0,0.666667,0.960000,F,0,cmu_fv
17,09_Oh,for,8,0,0,0.687500,0.920000,AO,1,cmu_oh_vowel
18,11_Oo,two,9,0,0,0.765625,0.920000,UW,1,cmu_oo_vowel
19,12_Ww-Oo-,what'll,10,1,1,0.790625,0.880000,W,0,cmu_w
20,07_Aa,what'll,10,1,1,0.809375,0.920000,AH,1,cmu_open_vowel
21,03_Ee,it,11,1,1,0.890625,0.920000,IH,0,cmu_front_vowel
22,22_MBP,be,12,1,1,0.953125,1.000000,B,0,cmu_bilabial
23,03_Ee,be,12,1,1,0.984375,0.920000,IY,1,cmu_front_vowel
