word_index,word,start,end,speech_region_index,sentence_index
0,i,0.290000,0.390000,0,-1
1,checked,0.390000,0.720000,0,-1
2,the,0.720000,0.810000,0,-1
3,lock,0.810000,1.080000,0,-1
4,twice,1.080000,1.580000,0,-1
5,but,1.910000,2.030000,1,-1
6,the,2.030000,2.100000,1,-1
7,gate,2.100000,2.380000,1,-1
8,still,2.380000,2.680000,1,-1
9,swung,2.680000,3.020000,1,-1
10,open,3.020000,3.390000,1,-1
11,when,3.390000,3.520000,1,-1
12,the,3.520000,3.590000,1,-1
13,wind,3.590000,3.840000,1,-1
14,arrived,3.840000,4.320000,1,-1
