word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,i,1,checked,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,checked,2,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,the,3,lock,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,lock,4,twice,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,twice,5,but,",",",",region_break,1,comma_with_lull,0.330000,0.330000,0.330000,0.330000,0,1
5,but,6,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
6,the,7,gate,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,gate,8,still,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
8,still,9,swung,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
9,swung,10,open,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
10,open,11,when,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
11,when,12,the,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
12,the,13,wind,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
13,wind,14,arrived,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
