EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,09_Oh,OOO,one,0,0,0,0.00902783,0.054326,0.82,SimpleBudgetV1
1,06_Eh,EEE,one,0,0,0.00773343,0.0203003,0.168696,0.74,SimpleBudgetV1
2,03_Ee,EEE,day,1,0,0.0297858,0.0397858,0.418655,0.86,SimpleBudgetV1
3,07_Aa,AAA,a,2,1,0.0551904,0.0651904,0.724406,0.86,SimpleBudgetV1
4,06_Eh,EEE,little,3,1,0.0734603,0.0860271,0.959734,0.74,SimpleBudgetV1
5,04_Ih,EEE,girl,4,1,0.0955126,0.105513,1.20969,0.64,SimpleBudgetV1
6,07_Aa,AAA,came,5,1,0.113821,0.123821,1.43004,0.86,SimpleBudgetV1
7,22_MBP,MBP,came,5,1,0.114645,0.124645,1.43995,1,SimpleBudgetV1
8,04_Ih,EEE,in,6,1,0.129156,0.139156,1.6146,0.22,SimpleBudgetV1
9,12_Ww-Oo-,WUH,with,7,1,0.137256,0.147256,1.71208,1,SimpleBudgetV1
10,04_Ih,EEE,with,7,1,0.145311,0.155311,1.80903,0.22,SimpleBudgetV1
11,24_Tongue_Th,FVS,with,7,1,0.146135,0.156135,1.81895,0.42,SimpleBudgetV1
12,06_Eh,EEE,her,8,1,0.16362,0.17362,2.02938,0.74,SimpleBudgetV1
13,07_Aa,AAA,grandpa,9,1,0.184042,0.196609,2.29062,0.86,SimpleBudgetV1
14,22_MBP,MBP,grandpa,9,1,0.190297,0.200297,2.35045,1,SimpleBudgetV1
15,06_Eh,EEE,he,10,2,0.216164,0.226164,2.66177,0.74,SimpleBudgetV1
16,24_Tongue_Th,FVS,ordered,11,2,0.239467,0.249467,2.94222,0.42,SimpleBudgetV1
17,06_Eh,EEE,ordered,11,2,0.238462,0.254075,2.9639,0.74,SimpleBudgetV1
18,24_Tongue_Th,FVS,the,12,2,0.255857,0.265857,3.13947,0.42,SimpleBudgetV1
19,06_Eh,EEE,the,12,2,0.262052,0.272052,3.21404,0.74,SimpleBudgetV1
20,18_Uh,AAA,usual,13,2,0.269478,0.279478,3.30341,0.68,SimpleBudgetV1
21,07_Aa,AAA,usual,13,2,0.279795,0.292362,3.44302,0.86,SimpleBudgetV1
22,22_MBP,MBP,but,14,3,0.302616,0.312616,3.70223,1,SimpleBudgetV1
23,18_Uh,AAA,but,14,3,0.308944,0.318944,3.77839,0.22,SimpleBudgetV1
24,14_ChJjSh,FVS,she,15,3,0.316677,0.326677,3.87146,0.694597,SimpleBudgetV1
25,06_Eh,EEE,she,15,3,0.325099,0.335099,3.97282,0.74,SimpleBudgetV1
26,14_ChJjSh,FVS,just,16,3,0.334985,0.344985,4.0918,0.721625,SimpleBudgetV1
27,18_Uh,AAA,just,16,3,0.343407,0.353407,4.19316,0.22,SimpleBudgetV1
28,12_Ww-Oo-,WUH,wanted,17,3,0.35448,0.36448,4.32643,1,SimpleBudgetV1
29,07_Aa,AAA,wanted,17,3,0.36383,0.376397,4.4544,0.86,SimpleBudgetV1
30,06_Eh,EEE,wanted,17,3,0.369222,0.379222,4.50385,0.74,SimpleBudgetV1
31,11_Oo,OOO,to,18,3,0.383436,0.393436,4.67492,1,SimpleBudgetV1
32,11_Oo,OOO,look,19,3,0.399064,0.409064,4.86301,0.94,SimpleBudgetV1
33,07_Aa,AAA,around,20,3,0.408768,0.418768,4.97979,0.86,SimpleBudgetV1
34,09_Oh,OOO,around,20,3,0.419487,0.432054,5.12425,0.82,SimpleBudgetV1
35,14_ChJjSh,FVS,she,21,4,0.443187,0.453187,5.39404,0.742625,SimpleBudgetV1
36,06_Eh,EEE,she,21,4,0.451609,0.461609,5.4954,0.74,SimpleBudgetV1
37,20_FV,FVS,found,22,4,0.461496,0.471496,5.61439,1,SimpleBudgetV1
38,09_Oh,OOO,found,22,4,0.469918,0.479918,5.71574,0.82,SimpleBudgetV1
39,07_Aa,AAA,a,23,4,0.485253,0.495253,5.90031,0.86,SimpleBudgetV1
40,22_MBP,MBP,book,24,4,0.49262,0.50262,5.98897,1,SimpleBudgetV1
41,11_Oo,OOO,book,24,4,0.501408,0.511408,6.09474,0.94,SimpleBudgetV1
42,07_Aa,AAA,about,25,4,0.512481,0.522481,6.228,0.86,SimpleBudgetV1
43,22_MBP,MBP,about,25,4,0.517314,0.527314,6.28617,1,SimpleBudgetV1
44,11_Oo,OOO,about,25,4,0.526423,0.536573,6.3967,0.94,SimpleBudgetV1
45,07_Aa,AAA,stars,26,4,0.543883,0.553883,6.60594,0.94,SimpleBudgetV1
46,07_Aa,AAA,and,27,4,0.559218,0.569218,6.7905,0.86,SimpleBudgetV1
47,07_Aa,AAA,asked,28,4,0.577488,0.590055,7.02583,0.86,SimpleBudgetV1
48,06_Eh,EEE,asked,28,4,0.581671,0.591671,7.06073,0.74,SimpleBudgetV1
49,04_Ih,EEE,if,29,4,0.596567,0.606567,7.24,0.22,SimpleBudgetV1
50,20_FV,FVS,if,29,4,0.598808,0.608808,7.26697,1,SimpleBudgetV1
51,14_ChJjSh,FVS,she,30,4,0.604301,0.614301,7.33308,0.674973,SimpleBudgetV1
52,06_Eh,EEE,she,30,4,0.612722,0.622722,7.43443,0.74,SimpleBudgetV1
53,09_Oh,OOO,could,31,4,0.628057,0.638057,7.619,0.82,SimpleBudgetV1
54,03_Ee,EEE,read,32,4,0.644213,0.654213,7.81343,0.86,SimpleBudgetV1
55,04_Ih,EEE,it,33,4,0.659548,0.669548,7.99799,0.493231,SimpleBudgetV1
56,06_Eh,EEE,her,34,5,0.685773,0.695773,8.31361,0.74,SimpleBudgetV1
57,07_Aa,AAA,grandpa,35,5,0.706196,0.718762,8.57485,0.86,SimpleBudgetV1
58,22_MBP,MBP,grandpa,35,5,0.71245,0.72245,8.63468,1,SimpleBudgetV1
59,05_Ay,EEE,said,36,5,0.728248,0.738248,8.82481,0.84,SimpleBudgetV1
60,04_Ih,EEE,it,37,5,0.743583,0.753583,9.00937,0.22,SimpleBudgetV1
61,12_Ww-Oo-,WUH,was,38,5,0.750965,0.760965,9.09822,1,SimpleBudgetV1
62,07_Aa,AAA,was,38,5,0.756765,0.766765,9.16802,0.86,SimpleBudgetV1
63,09_Oh,OOO,okay,39,5,0.765963,0.775963,9.27872,0.82,SimpleBudgetV1
64,03_Ee,EEE,okay,39,5,0.776675,0.791908,9.43913,0.86,SimpleBudgetV1
65,04_Ih,EEE,i'll,40,6,0.812283,0.822283,9.83619,0.64,SimpleBudgetV1
66,20_FV,FVS,never,41,6,0.832056,0.842056,10.0742,1,SimpleBudgetV1
67,06_Eh,EEE,never,41,6,0.832706,0.845273,10.0974,0.74,SimpleBudgetV1
68,20_FV,FVS,forget,42,6,0.84704,0.85704,10.2545,1,SimpleBudgetV1
69,10_Or,OOO,forget,42,6,0.850181,0.860181,10.2923,0.68,SimpleBudgetV1
70,06_Eh,EEE,forget,42,6,0.856873,0.86944,10.3883,0.74,SimpleBudgetV1
71,07_Aa,AAA,how,43,6,0.878925,0.888925,10.6382,0.86,SimpleBudgetV1
72,11_Oo,OOO,how,43,6,0.881855,0.891855,10.6735,0.94,SimpleBudgetV1
73,22_MBP,MBP,peaceful,44,6,0.88991,0.89991,10.7705,1,SimpleBudgetV1
74,03_Ee,EEE,peaceful,44,6,0.90216,0.919297,10.9608,0.86,SimpleBudgetV1
75,20_FV,FVS,peaceful,44,6,0.909271,0.919271,11.0035,1,SimpleBudgetV1
76,18_Uh,AAA,peaceful,44,6,0.913118,0.923664,11.053,0.72,SimpleBudgetV1
77,24_Tongue_Th,FVS,they,45,6,0.921767,0.931767,11.1539,0.42,SimpleBudgetV1
78,03_Ee,EEE,they,45,6,0.930189,0.940189,11.2552,0.86,SimpleBudgetV1
79,11_Oo,OOO,looked,46,6,0.950612,0.963178,11.5165,0.94,SimpleBudgetV1
80,06_Eh,EEE,looked,46,6,0.956003,0.966003,11.5659,0.74,SimpleBudgetV1
81,24_Tongue_Th,FVS,together,47,6,0.980582,0.990582,11.8617,0.42,SimpleBudgetV1
82,06_Eh,EEE,together,47,6,0.977591,0.994727,11.8687,0.74,SimpleBudgetV1
