index,start,center,end,pose,word,word_index,phrase_index,sentence_index,strength,reason,alignment_reason,source_phone_class,mapped_to_observed_speech
0,0.311600,0.364100,0.416600,22_MBP,maybe,0,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
1,0.391500,0.459000,0.526500,06_Eh,maybe,0,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
2,0.546500,0.614000,0.681500,03_Ee,maybe,0,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
3,0.650000,0.700000,0.750000,20_FV,visit,1,0,0,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
4,0.771500,0.839000,0.906500,03_Ee,visit,1,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
5,1.221500,1.289000,1.356500,09_Oh,tokyo,2,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
6,1.361500,1.429000,1.496500,03_Ee,tokyo,2,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
7,1.441500,1.509000,1.576500,09_Oh,tokyo,2,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
8,1.581500,1.649000,1.716500,07_Aa,tower,3,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
9,1.681500,1.749000,1.816500,09_Oh,or,4,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
10,1.889000,1.944000,1.999000,05_Ay,hike,5,0,0,0.940000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
11,2.081500,2.149000,2.216500,03_Ee,in,6,0,0,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
12,2.262500,2.315000,2.367500,22_MBP,mt,7,0,0,1.000000,streaming_forced_alignment,streaming_forced_alignment_viterbi,bilabial,1
13,2.361500,2.429000,2.496500,07_Aa,mt,7,0,0,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
14,3.748000,3.798000,3.848000,20_FV,fuji,8,1,1,0.960000,streaming_forced_alignment,streaming_forced_alignment_viterbi,labiodental,1
15,3.780500,3.848000,3.915500,11_Oo,fuji,8,1,1,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_round,1
16,3.850500,3.898000,3.945500,14_ChJjSh,fuji,8,1,1,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
17,3.880500,3.948000,4.015500,03_Ee,fuji,8,1,1,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_front,1
18,3.930500,3.998000,4.065500,12_Ww-Oo-,want,9,2,2,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
19,3.980500,4.048000,4.115500,07_Aa,want,9,2,2,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
20,4.030500,4.098000,4.165500,07_Aa,a,10,2,2,0.580000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
21,4.121500,4.189000,4.256500,07_Aa,sandwich,11,2,2,0.920000,streaming_forced_alignment,streaming_forced_alignment_viterbi,vowel_open,1
22,4.281500,4.349000,4.416500,12_Ww-Oo-,sandwich,11,2,2,0.880000,streaming_forced_alignment,streaming_forced_alignment_viterbi,glide,1
23,4.524500,4.572000,4.619500,14_ChJjSh,sandwich,11,2,2,0.820000,streaming_forced_alignment,streaming_forced_alignment_viterbi,sibilant,1
