word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,bring,1,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,a,2,pencil,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,pencil,3,a,",",",",region_break,1,comma_with_lull,0.350000,0.350000,0.340000,0.350000,0,1
3,a,4,ruler,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
4,ruler,5,and,",",",",region_break,1,comma_with_lull,0.400000,0.400000,0.400000,0.400000,1,2
5,and,6,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
6,a,7,clean,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
7,clean,8,sheet,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
8,sheet,9,of,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
9,of,10,paper,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
