start,end,phone,word,confidence,word_index,speech_region_index,phone_index,phrase_index,sentence_index,alignment_reason
0.090000,0.170000,HH,haiti's,1.0,0,0,0,0,-1,mfa_textgrid_phone
0.170000,0.270000,EY1,haiti's,1.0,0,0,1,0,-1,mfa_textgrid_phone
0.270000,0.340000,T,haiti's,1.0,0,0,2,0,-1,mfa_textgrid_phone
0.340000,0.430000,IY0,haiti's,1.0,0,0,3,0,-1,mfa_textgrid_phone
0.430000,0.510000,Z,haiti's,1.0,0,0,4,0,-1,mfa_textgrid_phone
0.510000,0.580000,G,griot,1.0,1,0,0,0,-1,mfa_textgrid_phone
0.580000,0.660000,R,griot,1.0,1,0,1,0,-1,mfa_textgrid_phone
0.660000,0.760000,IH1,griot,1.0,1,0,2,0,-1,mfa_textgrid_phone
0.760000,0.880000,OW1,griot,1.0,1,0,3,0,-1,mfa_textgrid_phone
0.880000,0.930000,T,griot,1.0,1,0,4,0,-1,mfa_textgrid_phone
0.930000,0.970000,IH1,is,1.0,2,0,0,0,-1,mfa_textgrid_phone
0.970000,1.030000,Z,is,1.0,2,0,1,0,-1,mfa_textgrid_phone
1.030000,1.110000,HH,hearty,1.0,3,0,0,0,-1,mfa_textgrid_phone
1.110000,1.170000,AA1,hearty,1.0,3,0,1,0,-1,mfa_textgrid_phone
1.170000,1.250000,R,hearty,1.0,3,0,2,0,-1,mfa_textgrid_phone
1.250000,1.290000,T,hearty,1.0,3,0,3,0,-1,mfa_textgrid_phone
1.290000,1.470000,IY0,hearty,1.0,3,0,4,0,-1,mfa_textgrid_phone
1.910000,2.030000,W,want,1.0,4,1,0,1,-1,mfa_textgrid_phone
2.030000,2.090000,AA1,want,1.0,4,1,1,1,-1,mfa_textgrid_phone
2.090000,2.120000,N,want,1.0,4,1,2,1,-1,mfa_textgrid_phone
2.120000,2.150000,T,want,1.0,4,1,3,1,-1,mfa_textgrid_phone
2.150000,2.180000,AH0,a,1.0,5,1,0,1,-1,mfa_textgrid_phone
2.180000,2.310000,S,sandwich,1.0,6,1,0,1,-1,mfa_textgrid_phone
2.310000,2.450000,AE1,sandwich,1.0,6,1,1,1,-1,mfa_textgrid_phone
2.450000,2.480000,N,sandwich,1.0,6,1,2,1,-1,mfa_textgrid_phone
2.480000,2.520000,D,sandwich,1.0,6,1,3,1,-1,mfa_textgrid_phone
2.520000,2.560000,W,sandwich,1.0,6,1,4,1,-1,mfa_textgrid_phone
2.560000,2.610000,IH0,sandwich,1.0,6,1,5,1,-1,mfa_textgrid_phone
2.610000,2.720000,CH,sandwich,1.0,6,1,6,1,-1,mfa_textgrid_phone
2.720000,2.770000,T,to,1.0,7,1,0,1,-1,mfa_textgrid_phone
2.770000,2.810000,AH0,to,1.0,7,1,1,1,-1,mfa_textgrid_phone
2.810000,2.880000,P,pair,1.0,8,1,0,1,-1,mfa_textgrid_phone
2.880000,2.960000,EH1,pair,1.0,8,1,1,1,-1,mfa_textgrid_phone
2.960000,3.020000,R,pair,1.0,8,1,2,1,-1,mfa_textgrid_phone
3.020000,3.060000,W,with,1.0,9,1,0,1,-1,mfa_textgrid_phone
3.060000,3.100000,IH0,with,1.0,9,1,1,1,-1,mfa_textgrid_phone
3.100000,3.140000,TH,with,1.0,9,1,2,1,-1,mfa_textgrid_phone
3.140000,3.180000,DH,that,1.0,10,1,0,1,-1,mfa_textgrid_phone
3.180000,3.320000,AE1,that,1.0,10,1,1,1,-1,mfa_textgrid_phone
3.320000,3.440000,T,that,1.0,10,1,2,1,-1,mfa_textgrid_phone
