word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,haiti's,1,griot,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,griot,2,is,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,is,3,hearty,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,hearty,4,want,!,!,region_break,1,hard_punctuation_with_lull,0.440000,0.440000,0.440000,0.440000,0,1
4,want,5,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
5,a,6,sandwich,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
6,sandwich,7,to,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,to,8,pair,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
8,pair,9,with,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
9,with,10,that,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
