word_index,word,start,end,speech_region_index,sentence_index
0,i,0.430000,0.510000,0,-1
1,checked,0.510000,0.860000,0,-1
2,the,0.860000,0.950000,0,-1
3,lock,0.950000,1.330000,0,-1
4,twice,1.330000,1.890000,0,-1
5,but,2.060000,2.210000,1,-1
6,the,2.210000,2.280000,1,-1
7,gate,2.280000,2.660000,1,-1
8,still,2.660000,3.010000,1,-1
9,swung,3.010000,3.400000,1,-1
10,open,3.430000,3.810000,1,-1
11,when,3.810000,3.930000,1,-1
12,the,3.930000,4.010000,1,-1
13,wind,4.010000,4.290000,1,-1
14,arrived,4.290000,4.750000,1,-1
