ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,07_Aa,angola,0,0,0.0620649,0.469307,0.42,0.518614,0.94,0.0693072,0.09,1.1
1,1,07_Aa,angola,0,0,0.199987,0.609307,0.521807,0.696807,0.86,0.0893072,0.09,1.1
2,2,07_Aa,angola,0,0,0.28274,0.71205,0.655157,0.768943,0.86,0.0720501,0.09,1.1
3,3,04_Ih,is,1,0,0.432604,0.876901,0.848593,0.905208,0.22,0.0769006,0.09,1.1
4,4,12_Ww-Oo-,where,2,0,0.525618,0.979215,0.942212,1.01622,1,0.0592151,0.09,1.1
5,5,06_Eh,where,2,0,0.618127,1.08097,1.02084,1.14111,0.74,0.0809748,0.09,1.1
6,6,24_Tongue_Th,the,3,0,0.729137,1.20309,1.17559,1.23059,0.42,0.0830865,0.09,1.1
7,7,06_Eh,the,3,0,0.800285,1.28135,1.25138,1.31132,0.74,0.0813489,0.09,1.1
8,8,12_Ww-Oo-,world's,4,0,0.887243,1.377,1.34,1.41401,1,0.0570029,0.09,1.1
9,9,09_Oh,world's,4,0,0.979752,1.47876,1.41863,1.53889,0.82,0.0787628,0.09,1.1
10,10,07_Aa,largest,5,0,1.12753,1.64131,1.59857,1.68405,0.86,0.081314,0.09,1.1
11,11,07_Aa,largest,5,0,1.22902,1.75296,1.67359,1.83233,0.86,0.0729588,0.09,1.1
12,12,06_Eh,single,6,0,1.50655,2.17048,2.08409,2.25688,0.74,0.0831008,0.09,1.19727
13,13,07_Aa,diamond,7,0,1.7024,2.44441,2.39774,2.49109,0.86,0.0844128,0.09,1.20132
14,14,22_MBP,diamond,7,0,1.76187,2.51585,2.47585,2.55586,1,0.075855,0.09,1.20132
15,15,07_Aa,diamond,7,0,1.78407,2.54253,2.45584,2.62921,0.86,0.0625269,0.09,1.20132
16,16,24_Tongue_Th,the,8,1,2.33898,2.61253,2.58503,2.64003,0.42,0.052527,0.09,1
17,17,06_Eh,the,8,1,2.41012,2.74867,2.72117,2.77617,0.74,0.0686746,0.09,1
18,18,18_Uh,lulo,9,1,2.57172,3.05027,3.01142,3.08912,0.68,0.0502708,0.09,1
19,19,09_Oh,lulo,9,1,2.62861,3.17216,3.10001,3.24432,0.82,0.0521638,0.09,1
20,20,09_Oh,lulo,9,1,2.71048,3.31216,3.26776,3.35657,0.82,0.0721641,0.09,1
21,21,07_Aa,diamond,10,1,2.82447,3.52415,3.48274,3.56557,0.86,0.0841568,0.09,1.06582
22,22,22_MBP,diamond,10,1,2.88394,3.58754,3.55204,3.62303,1,0.0675409,0.09,1.06582
23,23,07_Aa,diamond,10,1,2.90614,3.6112,3.5343,3.68811,0.86,0.051204,0.09,1.06582
24,24,12_Ww-Oo-,was,11,2,3.45953,3.88297,3.85547,3.91047,1,0.0829697,0.09,1.00601
25,25,07_Aa,was,11,2,3.52614,4.01457,3.98707,4.04207,0.86,0.0555141,0.09,1.01408
26,26,06_Eh,discovered,12,2,3.66994,4.29838,4.23813,4.35864,0.74,0.0641274,0.09,1.03993
27,27,14_ChJjSh,discovered,12,2,3.8304,4.43838,4.387,4.48977,0.64,0.0783854,0.09,1.048
28,28,20_FV,discovered,12,2,3.83486,4.51538,4.4592,4.57157,1,0.0759907,0.09,1.05042
29,29,06_Eh,discovered,12,2,3.84823,4.59375,4.50625,4.68125,0.74,0.0744314,0.09,1.05042
30,30,06_Eh,discovered,12,2,3.96635,4.73375,4.6577,4.80981,0.74,-0.613121,0.15,1.10085
