ArrayIndex,EventIndex,PoseID,SourceWord,WordIndex,PhraseIndex,TextCenterSec,CommittedPlaybackCenterSec,RenderStartSec,RenderEndSec,Strength,CommitLeadSec,CommitHorizonSec,EffectiveSegmentScale
0,0,12_Ww-Oo-,we've,0,0,0.0337244,0.593724,0.56,0.627449,1,0.0737245,0.09,1
1,1,06_Eh,we've,0,0,0.130401,0.690401,0.631945,0.748857,0.74,0.050401,0.09,1
2,2,20_FV,we've,0,0,0.157381,0.717381,0.689881,0.74488,1,0.0773805,0.09,1
3,3,07_Aa,got,1,0,0.315481,0.875481,0.83663,0.914331,0.86,0.0754805,0.09,1
4,4,06_Eh,kettle,2,0,0.558836,1.19421,1.10671,1.28171,0.74,0.0742124,0.09,1.13488
5,5,14_ChJjSh,chips,3,0,0.710461,1.36629,1.33567,1.39691,0.702126,0.0862889,0.09,1.13488
6,6,04_Ih,chips,3,0,0.813882,1.48366,1.41732,1.55,0.22,0.0836601,0.09,1.13488
7,7,22_MBP,chips,3,0,0.840862,1.51428,1.48366,1.5449,1,0.0742787,0.09,1.13488
8,8,11_Oo,you,4,1,1.45787,1.80094,1.72,1.88188,1,0.0809392,0.09,1
9,9,09_Oh,know,5,1,1.6872,2.03026,1.97181,2.08872,0.82,0.0702652,0.09,1
10,10,24_Tongue_Th,them,6,1,1.80861,2.15167,2.12417,2.17917,0.42,0.0716732,0.09,1
11,11,06_Eh,them,6,1,1.91203,2.25509,2.19664,2.31355,0.74,0.055095,0.09,1
12,12,22_MBP,them,6,1,1.97835,2.32142,2.29392,2.34892,1,0.0814197,0.09,1
13,13,07_Aa,salted,7,1,2.08065,2.42372,2.38217,2.46526,0.86,0.0637169,0.09,1
14,14,07_Aa,salted,7,1,2.17858,2.52165,2.44449,2.59881,0.86,0.0816526,0.09,1
15,15,06_Eh,salted,7,1,2.22904,2.5721,2.52462,2.61959,0.74,0.0521047,0.09,1
16,16,07_Aa,and,8,1,2.39712,2.74019,2.71267,2.7677,0.86,0.0601869,0.09,1
17,17,04_Ih,crispy,9,1,2.58876,2.93183,2.89028,2.97338,0.68,0.0518317,0.09,1
18,18,03_Ee,crispy,9,1,2.63724,2.9803,2.90314,3.05747,0.86,0.0603051,0.09,1
19,19,22_MBP,crispy,9,1,2.68769,3.03076,2.99514,3.06637,1,0.0707569,0.09,1
20,20,03_Ee,crispy,9,1,2.73715,3.08022,3.03273,3.1277,0.86,0.080219,0.09,1
21,21,10_Or,or,10,2,3.27943,3.41776,3.38519,3.45034,0.3,0.0577667,0.09,1.18361
22,22,22_MBP,maybe,11,2,3.3699,3.52485,3.49291,3.55678,1,0.0848496,0.09,1.18361
23,23,05_Ay,maybe,11,2,3.47782,3.66485,3.59566,3.73404,0.84,0.0648499,0.09,1.18361
24,24,06_Eh,some,12,2,3.70265,4.02968,3.96049,4.09887,0.74,0.0709598,0.09,1.18361
25,25,22_MBP,some,12,2,3.71276,4.10668,4.07474,4.13861,1,0.0688825,0.09,1.18361
26,26,20_FV,flavored,13,2,3.84564,4.37955,4.32207,4.43703,1,0.0839505,0.09,1.18361
27,27,07_Aa,flavored,13,2,3.92354,4.51955,4.45249,4.58661,0.86,0.0795536,0.09,1.18361
28,28,07_Aa,flavored,13,2,4.0318,4.65955,4.57205,4.74705,0.86,0.0595536,0.09,1.18361
29,29,06_Eh,flavored,13,2,4.12589,4.79955,4.72291,4.87619,0.74,0.0795536,0.09,1.18361
30,30,09_Oh,ones,14,2,4.23886,5.04869,4.99951,5.09787,0.82,0.0886946,0.09,1.18361
31,31,06_Eh,ones,14,2,4.3739,5.18869,5.10119,5.27619,0.74,0.0686946,0.09,1.18361
32,32,04_Ih,if,15,2,4.59243,5.54722,5.51465,5.5798,0.22,0.0811353,0.09,1.18361
33,33,20_FV,if,15,2,4.61995,5.60588,5.57594,5.63582,1,0.085886,0.09,1.18361
34,34,09_Oh,you're,16,2,4.79082,5.84988,5.7807,5.91907,0.82,0.0898886,0.09,1.18361
35,35,20_FV,feeling,17,2,4.92086,6.0386,5.99645,6.08075,1,0.0786047,0.09,1.18361
36,36,03_Ee,feeling,17,2,5.05738,6.1786,6.0911,6.2661,0.86,-0.848275,0.15,1.18361
37,37,07_Aa,adventurous,18,2,5.22015,6.40459,6.32561,6.48357,0.86,-0.622283,0.15,1.18361
38,38,20_FV,adventurous,18,2,5.29035,6.48768,6.41998,6.55537,1,-0.539199,0.15,1.18361
39,39,14_ChJjSh,adventurous,18,2,5.43941,6.62768,6.56562,6.68973,0.661,-0.399199,0.15,1.18361
40,40,09_Oh,adventurous,18,2,5.45847,6.68667,6.59917,6.77417,0.82,-0.340207,0.15,1.18361
41,41,09_Oh,adventurous,18,2,5.57287,6.82206,6.73744,6.90669,0.82,-0.20481,0.15,1.18361
