word_index,word,start,end,speech_region_index,sentence_index
0,donkeys,0.250000,0.840000,0,-1
1,are,0.840000,0.940000,0,-1
2,usually,0.940000,1.570000,0,-1
3,smaller,1.570000,2.130000,0,-1
4,with,2.310000,2.490000,1,-1
5,a,2.490000,2.540000,1,-1
6,more,2.540000,2.770000,1,-1
7,dun,2.770000,3.610000,1,-1
8,colored,3.610000,3.960000,1,-1
9,coat,4.210000,4.400000,2,-1
10,and,4.400000,4.460000,2,-1
11,a,4.460000,5.160000,2,-1
12,striped,5.160000,5.610000,2,-1
13,tail,6.070000,6.650000,3,-1
14,zebras,6.650000,6.770000,3,-1
15,are,6.770000,7.380000,3,-1
16,larger,7.420000,7.680000,3,-1
17,with,7.680000,8.060000,3,-1
18,wider,8.060000,8.590000,3,-1
