word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,donkeys,1,are,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,are,2,usually,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,usually,3,smaller,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,smaller,4,with,",",",",region_break,1,comma_with_lull,0.180000,0.180000,0.180000,0.180000,0,1
4,with,5,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
5,a,6,more,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
6,more,7,dun,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,dun,8,colored,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
8,colored,9,coat,,,region_break,1,strong_acoustic_gap,0.250000,0.250000,0.250000,0.250000,1,2
9,coat,10,and,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
10,and,11,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
11,a,12,striped,,,none,0,none,0.000000,0.000000,0.000000,0.000000,2,2
12,striped,13,tail,.,.,region_break,1,hard_punctuation_with_lull,0.460000,0.460000,0.450000,0.460000,2,3
13,tail,14,zebras,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
14,zebras,15,are,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
15,are,16,larger,",",",",soft_pause,0,none,0.040000,0.040000,0.040000,0.040000,3,3
16,larger,17,with,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
17,with,18,wider,,,none,0,none,0.000000,0.000000,0.000000,0.000000,3,3
