word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,i,1,see,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,see,2,maybe,.,.,region_break,1,hard_punctuation_with_lull,0.410000,0.410000,0.410000,0.410000,0,1
2,maybe,3,then,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
3,then,4,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
4,a,5,thoughtful,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
5,thoughtful,6,poem,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
6,poem,7,or,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,or,8,a,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
8,a,9,unique,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
9,unique,10,trinket,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
10,trinket,11,could,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
11,could,12,catch,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
12,catch,13,her,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
13,her,14,eye,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
