word_index,word,start,end,speech_region_index,sentence_index
0,before,0.770000,1.100000,0,-1
1,you,1.100000,1.250000,0,-1
2,make,1.250000,1.450000,0,-1
3,a,1.450000,1.510000,0,-1
4,decision,1.510000,2.170000,0,-1
5,compare,2.430000,2.870000,1,-1
6,the,2.870000,2.980000,1,-1
7,two,2.980000,3.220000,1,-1
8,estimates,3.220000,3.880000,1,-1
9,ask,4.270000,4.590000,2,-1
10,what,4.590000,4.720000,2,-1
11,each,4.720000,4.950000,2,-1
12,price,4.950000,5.300000,2,-1
13,includes,5.300000,5.930000,2,-1
14,confirm,6.170000,6.650000,3,-1
15,the,6.650000,6.740000,3,-1
16,delivery,6.740000,7.220000,3,-1
17,date,7.220000,7.560000,3,-1
18,and,7.830000,8.020000,4,-1
19,write,8.020000,8.220000,4,-1
20,down,8.220000,8.490000,4,-1
21,any,8.490000,8.730000,4,-1
22,promise,8.730000,9.240000,4,-1
23,that,9.240000,9.410000,4,-1
24,could,9.410000,9.540000,4,-1
25,affect,9.540000,9.880000,4,-1
26,the,9.880000,9.960000,4,-1
27,final,9.960000,10.320000,4,-1
28,cost,10.320000,10.870000,4,-1
