start,end,pose,phone,word,confidence,word_index,speech_region_index,phrase_index,sentence_index,source_phone,source_phone_index,alignment_reason
0.130000,0.270000,R,R,rain,1.0,0,0,0,-1,R,0,mfa_textgrid_phone
0.270000,0.460000,EY1,EY1,rain,1.0,0,0,0,-1,EY1,1,mfa_textgrid_phone
0.460000,0.530000,N,N,rain,1.0,0,0,0,-1,N,2,mfa_textgrid_phone
0.530000,0.580000,D,D,doesn't,1.0,1,0,0,-1,D,0,mfa_textgrid_phone
0.580000,0.650000,AH1,AH1,doesn't,1.0,1,0,0,-1,AH1,1,mfa_textgrid_phone
0.650000,0.720000,Z,Z,doesn't,1.0,1,0,0,-1,Z,2,mfa_textgrid_phone
0.720000,0.750000,AH0,AH0,doesn't,1.0,1,0,0,-1,AH0,3,mfa_textgrid_phone
0.750000,0.810000,N,N,doesn't,1.0,1,0,0,-1,N,4,mfa_textgrid_phone
0.810000,0.900000,K,K,come,1.0,2,0,0,-1,K,0,mfa_textgrid_phone
0.900000,0.990000,AH1,AH1,come,1.0,2,0,0,-1,AH1,1,mfa_textgrid_phone
0.990000,1.060000,M,M,come,1.0,2,0,0,-1,M,2,mfa_textgrid_phone
1.060000,1.090000,IH0,IH0,in,1.0,3,0,0,-1,IH0,0,mfa_textgrid_phone
1.090000,1.150000,N,N,in,1.0,3,0,0,-1,N,1,mfa_textgrid_phone
1.150000,1.250000,K,K,colors,1.0,4,0,0,-1,K,0,mfa_textgrid_phone
1.250000,1.350000,AH1,AH1,colors,1.0,4,0,0,-1,AH1,1,mfa_textgrid_phone
1.350000,1.420000,L,L,colors,1.0,4,0,0,-1,L,2,mfa_textgrid_phone
1.420000,1.590000,ER0,ER0,colors,1.0,4,0,0,-1,ER0,3,mfa_textgrid_phone
1.590000,1.710000,Z,Z,colors,1.0,4,0,0,-1,Z,4,mfa_textgrid_phone
1.740000,1.830000,JH,JH,just,1.0,5,0,0,-1,JH,0,mfa_textgrid_phone
1.830000,1.950000,AH1,AH1,just,1.0,5,0,0,-1,AH1,1,mfa_textgrid_phone
1.950000,2.010000,S,S,just,1.0,5,0,0,-1,S,2,mfa_textgrid_phone
2.010000,2.070000,T,T,just,1.0,5,0,0,-1,T,3,mfa_textgrid_phone
2.070000,2.160000,W,W,water,1.0,6,0,0,-1,W,0,mfa_textgrid_phone
2.160000,2.320000,AA1,AA1,water,1.0,6,0,0,-1,AA1,1,mfa_textgrid_phone
2.320000,2.360000,T,T,water,1.0,6,0,0,-1,T,2,mfa_textgrid_phone
2.360000,2.530000,ER0,ER0,water,1.0,6,0,0,-1,ER0,3,mfa_textgrid_phone
2.940000,2.990000,B,B,but,1.0,7,1,1,-1,B,0,mfa_textgrid_phone
2.990000,3.030000,AH1,AH1,but,1.0,7,1,1,-1,AH1,1,mfa_textgrid_phone
3.030000,3.070000,T,T,but,1.0,7,1,1,-1,T,2,mfa_textgrid_phone
3.070000,3.190000,AY1,AY1,i,1.0,8,1,1,-1,AY1,0,mfa_textgrid_phone
3.190000,3.270000,K,K,can,1.0,9,1,1,-1,K,0,mfa_textgrid_phone
3.270000,3.310000,AH0,AH0,can,1.0,9,1,1,-1,AH0,1,mfa_textgrid_phone
3.310000,3.360000,N,N,can,1.0,9,1,1,-1,N,2,mfa_textgrid_phone
3.360000,3.420000,G,G,give,1.0,10,1,1,-1,G,0,mfa_textgrid_phone
3.420000,3.510000,IH1,IH1,give,1.0,10,1,1,-1,IH1,1,mfa_textgrid_phone
3.510000,3.550000,V,V,give,1.0,10,1,1,-1,V,2,mfa_textgrid_phone
3.550000,3.620000,Y,Y,you,1.0,11,1,1,-1,Y,0,mfa_textgrid_phone
3.620000,3.700000,UW1,UW1,you,1.0,11,1,1,-1,UW1,1,mfa_textgrid_phone
3.700000,3.770000,AH0,AH0,a,1.0,12,1,1,-1,AH0,0,mfa_textgrid_phone
3.770000,3.950000,S,S,sandwich,1.0,13,1,1,-1,S,0,mfa_textgrid_phone
3.950000,4.100000,AE1,AE1,sandwich,1.0,13,1,1,-1,AE1,1,mfa_textgrid_phone
4.100000,4.130000,N,N,sandwich,1.0,13,1,1,-1,N,2,mfa_textgrid_phone
4.130000,4.170000,D,D,sandwich,1.0,13,1,1,-1,D,3,mfa_textgrid_phone
4.170000,4.220000,W,W,sandwich,1.0,13,1,1,-1,W,4,mfa_textgrid_phone
4.220000,4.280000,IH0,IH0,sandwich,1.0,13,1,1,-1,IH0,5,mfa_textgrid_phone
4.280000,4.410000,CH,CH,sandwich,1.0,13,1,1,-1,CH,6,mfa_textgrid_phone
4.510000,4.640000,EH1,EH1,any,1.0,14,1,1,-1,EH1,0,mfa_textgrid_phone
4.640000,4.690000,N,N,any,1.0,14,1,1,-1,N,1,mfa_textgrid_phone
4.690000,4.770000,IY0,IY0,any,1.0,14,1,1,-1,IY0,2,mfa_textgrid_phone
4.770000,4.880000,K,K,color,1.0,15,1,1,-1,K,0,mfa_textgrid_phone
4.880000,4.970000,AH1,AH1,color,1.0,15,1,1,-1,AH1,1,mfa_textgrid_phone
4.970000,5.040000,L,L,color,1.0,15,1,1,-1,L,2,mfa_textgrid_phone
5.040000,5.080000,ER0,ER0,color,1.0,15,1,1,-1,ER0,3,mfa_textgrid_phone
5.080000,5.210000,Y,Y,you,1.0,16,1,1,-1,Y,0,mfa_textgrid_phone
5.210000,5.270000,UW1,UW1,you,1.0,16,1,1,-1,UW1,1,mfa_textgrid_phone
5.270000,5.330000,L,L,like,1.0,17,1,1,-1,L,0,mfa_textgrid_phone
5.330000,5.510000,AY1,AY1,like,1.0,17,1,1,-1,AY1,1,mfa_textgrid_phone
5.510000,5.740000,K,K,like,1.0,17,1,1,-1,K,2,mfa_textgrid_phone
5.950000,6.030000,B,B,brown,1.0,18,1,1,-1,B,0,mfa_textgrid_phone
6.030000,6.100000,R,R,brown,1.0,18,1,1,-1,R,1,mfa_textgrid_phone
6.100000,6.260000,AW1,AW1,brown,1.0,18,1,1,-1,AW1,2,mfa_textgrid_phone
6.260000,6.330000,N,N,brown,1.0,18,1,1,-1,N,3,mfa_textgrid_phone
6.330000,6.370000,M,M,maybe,1.0,19,1,1,-1,M,0,mfa_textgrid_phone
6.370000,6.500000,EY1,EY1,maybe,1.0,19,1,1,-1,EY1,1,mfa_textgrid_phone
6.500000,6.560000,B,B,maybe,1.0,19,1,1,-1,B,2,mfa_textgrid_phone
6.560000,6.740000,IY0,IY0,maybe,1.0,19,1,1,-1,IY0,3,mfa_textgrid_phone
