EventIndex,PoseID,Viseme,SourceWord,WordIndex,PhraseIndex,StartNorm,EndNorm,TextCenterSec,Strength,Generator
0,03_Ee,EEE,try,0,0,0.0342246,0.0898396,0.116778,0.86,SimpleBudgetV1
1,24_Tongue_Th,FVS,the,1,0,0.110802,0.126203,0.223086,0.42,SimpleBudgetV1
2,06_Eh,EEE,the,1,0,0.140834,0.168556,0.29122,0.74,SimpleBudgetV1
3,09_Oh,OOO,gouda,2,0,0.229134,0.302545,0.500454,0.82,SimpleBudgetV1
4,07_Aa,AAA,gouda,2,0,0.288428,0.333604,0.585501,0.86,SimpleBudgetV1
5,10_Or,OOO,or,3,0,0.356706,0.382888,0.696158,0.272079,SimpleBudgetV1
6,24_Tongue_Th,FVS,the,4,0,0.405989,0.42139,0.778788,0.42,SimpleBudgetV1
7,06_Eh,EEE,the,4,0,0.436021,0.463743,0.846922,0.74,SimpleBudgetV1
8,22_MBP,MBP,blue,5,0,0.477005,0.502674,0.922143,1,SimpleBudgetV1
9,11_Oo,OOO,blue,5,0,0.513369,0.568984,1.01879,0.94,SimpleBudgetV1
10,14_ChJjSh,FVS,cheese,6,0,0.586096,0.611765,1.12751,0.733469,SimpleBudgetV1
11,03_Ee,EEE,cheese,6,0,0.620321,0.675936,1.22013,0.86,SimpleBudgetV1
12,11_Oo,OOO,quite,7,1,0.786096,0.841711,1.53221,0.94,SimpleBudgetV1
13,22_MBP,MBP,potent,8,1,0.856,0.889882,1.64335,1,SimpleBudgetV1
14,09_Oh,OOO,potent,8,1,0.874353,0.913882,1.68321,0.82,SimpleBudgetV1
15,06_Eh,EEE,potent,8,1,0.904,0.977412,1.77092,0.74,SimpleBudgetV1
