word_index,word,start,end,speech_region_index,sentence_index
0,on,0.500000,0.710000,0,-1
1,saturday,0.710000,1.280000,0,-1
2,morning,1.280000,1.910000,0,-1
3,elena,2.280000,2.700000,1,-1
4,carried,2.700000,3.170000,1,-1
5,a,3.230000,3.300000,1,-1
6,folding,3.300000,3.860000,1,-1
7,chair,3.860000,4.290000,1,-1
8,to,4.290000,4.450000,1,-1
9,the,4.450000,4.540000,1,-1
10,beach,4.540000,5.130000,1,-1
11,found,5.610000,5.990000,2,-1
12,a,5.990000,6.040000,2,-1
13,quiet,6.040000,6.520000,2,-1
14,place,6.520000,6.920000,2,-1
15,above,6.920000,7.230000,2,-1
16,the,7.230000,7.320000,2,-1
17,tide,7.320000,7.700000,2,-1
18,line,7.700000,8.120000,2,-1
19,and,8.530000,8.710000,3,-1
20,watched,8.710000,9.100000,3,-1
21,fishing,9.100000,9.530000,3,-1
22,boats,9.530000,9.910000,3,-1
23,move,9.910000,10.200000,3,-1
24,slowly,10.200000,10.850000,3,-1
25,across,10.850000,11.280000,3,-1
26,the,11.280000,11.380000,3,-1
27,pale,11.380000,11.700000,3,-1
28,horizon,11.700000,12.440000,3,-1
