word_index,word,next_word_index,next_word,mark,mark_sequence,pause_class,split_applied,split_reason,direct_word_gap_seconds,phone_gap_seconds,wave_silence_seconds,acoustic_gap_seconds,speech_region_index_before,speech_region_index_after
0,the,1,room,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
1,room,2,looks,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
2,looks,3,small,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
3,small,4,from,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
4,from,5,outside,,,none,0,none,0.000000,0.000000,0.000000,0.000000,0,0
5,outside,6,but,",",",",region_break,1,comma_with_lull,0.660000,0.660000,0.660000,0.660000,0,1
6,but,7,it,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
7,it,8,feels,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
8,feels,9,enormous,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
9,enormous,10,once,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
10,once,11,you,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
11,you,12,enter,,,none,0,none,0.000000,0.000000,0.000000,0.000000,1,1
