index,pose,word,word_index,phrase_index,sentence_index,text_center_norm,strength,source_phone,source_phone_index,generator
0,03_Ee,india's,0,0,0,0.012677,0.920000,IH,0,cmu_front_vowel
1,07_Aa,tandoori,1,0,0,0.183983,0.920000,AE,1,cmu_open_vowel
2,11_Oo,tandoori,1,0,0,0.248918,0.920000,UW,4,cmu_oo_vowel
3,03_Ee,tandoori,1,0,0,0.292208,0.500000,IY,6,cmu_front_vowel
4,14_ChJjSh,chicken,2,0,0,0.312121,0.820000,CH,0,cmu_affricate_sibilant
5,03_Ee,chicken,2,0,0,0.330303,0.920000,IH,1,cmu_front_vowel
6,05_Ay,is,3,0,0,0.409091,0.940000,AY,0,cmu_ay
7,22_MBP,spicy,4,0,0,0.481818,1.000000,P,1,cmu_bilabial
8,05_Ay,spicy,4,0,0,0.500000,0.940000,AY,2,cmu_ay
9,03_Ee,spicy,4,0,0,0.536364,0.500000,IY,4,cmu_front_vowel
10,07_Aa,and,5,0,0,0.555556,0.500000,AH,0,cmu_open_vowel
11,03_Ee,delicious,6,0,0,0.681818,0.920000,IH,3,cmu_front_vowel
12,14_ChJjSh,delicious,6,0,0,0.703463,0.820000,SH,4,cmu_affricate_sibilant
13,12_Ww-Oo-,want,7,1,1,0.765152,0.880000,W,0,cmu_w
14,07_Aa,want,7,1,1,0.780303,0.920000,AA,1,cmu_open_vowel
15,07_Aa,a,8,1,1,0.848485,0.500000,AH,0,cmu_open_vowel
16,07_Aa,sandwich,9,1,1,0.904762,0.920000,AE,1,cmu_open_vowel
17,12_Ww-Oo-,sandwich,9,1,1,0.956710,0.880000,W,4,cmu_w
18,14_ChJjSh,sandwich,9,1,1,0.990823,0.820000,CH,6,cmu_affricate_sibilant
