word_index,word,start,end,speech_region_index,sentence_index
0,the,0.430000,0.500000,0,-1
1,first,0.500000,0.900000,0,-1
2,attempt,0.900000,1.250000,0,-1
3,failed,1.250000,1.770000,0,-1
4,we,2.390000,2.510000,1,-1
5,replaced,2.510000,3.030000,1,-1
6,the,3.030000,3.110000,1,-1
7,loose,3.110000,3.390000,1,-1
8,cable,3.390000,3.910000,1,-1
9,restarted,4.160000,4.770000,2,-1
10,the,4.770000,4.830000,2,-1
11,machine,4.830000,5.330000,2,-1
12,and,5.330000,5.450000,2,-1
13,tried,5.450000,5.760000,2,-1
14,again,5.760000,6.170000,2,-1
